,Date,Content,Label
2038,2022-04-11 03:20:41+00:00,"aku pas streaming game nanyway selamat pagii semuanyaa gt lt nvtuber vtuberid ryutabadut ",1
2039,2022-04-11 03:10:08+00:00,"nama saya nemuneko yujin nsaya vtuber pendatang baru jepang nsaya pikir ada beberapa kesalahan dalam teks menggunak ",1
2040,2022-04-11 03:06:12+00:00,"hi maniez nselamat beraktivitas ya buat kalian semua nartorei vtuber vtuberid ",1
2041,2022-04-11 01:59:33+00:00,"guys kalian udh pada subscribe ke channel ku blm nkalau blm ayo subscribe disana ku biasanya ngelakuin livestream ",1
2042,2022-04-11 01:28:42+00:00,"ohabunny thanks buat yang smalem ud dateng di karaoke jamming streamnya raizu makasih dan welcome jga buat temen ",1
2043,2022-04-10 22:59:11+00:00,"we ve just finished the stream nmakasih banget semuanya yg udah dateng aku sama reisth seneng banget ",1
2044,2022-04-10 22:30:26+00:00,"rawr tonya nekomimi vtuber girl ",1
2045,2022-04-10 20:32:31+00:00,"bila debut tahun depan naowkaowkwowkwowk ndk wei belum lagi twtnwhen s the debut ne year wwwwwwww ",0
2046,2022-04-10 19:29:53+00:00,"pt pssssssssssst envtuber vtuber ",1
2047,2022-04-10 17:54:26+00:00,"donathon push rank brutal w ayankque desu ch rdha vtuberid vtuberindonesia ",1
2048,2022-04-10 17:44:29+00:00,"drawing flurry profilart uwu ansehen vtuber art artist uwu ",1
2049,2022-04-10 16:54:39+00:00,"makasih semua yang udah datang nmakasih juga udah milihin mobil wkwk nke mekdinya di streamingyan cloudpunk berikut ",2
2050,2022-04-10 15:58:58+00:00,"ngetes aja ntes net tes live jam q tinggal tidur aman koneksi netnya nvtuber vtuberid vtuberuprising ",2
2051,2022-04-10 15:49:00+00:00,"jangan lupa di cek yawww spesial sublkeres video utattemita low budget aja nlink ",1
2052,2022-04-10 14:52:16+00:00,"ada yg lagi ngumpulin primo buat gacha nih yuk mampir ke channel nya kak jangan lupa dilike dishare da ",1
2053,2022-04-10 14:48:43+00:00,"nyoba doang lagi kurang enak tenggorokan nunggu punya duit dulu buat bikin full covernya bener bener gak die ",1
2054,2022-04-10 14:15:59+00:00,"selamat malam gimana kabarnya sekarang coco sedang main identity v semoga bisa menemani kegiatan mu di malam ini ",1
2055,2022-04-10 14:00:19+00:00,"holaholariaaa minnaaaa nini schedule aria dalam satu minggu kedepan yaaanjangan lupa follow aria di bstation ari ",1
2056,2022-04-10 13:33:55+00:00,"sekarang giliran mahiru rui yang pertama kali menjelajah di bstation n minggu april wib gmt ",1
2057,2022-04-10 12:55:58+00:00," monopoly eli vs kak adho siapakah yang bakal jadi pemenang dimenstar meridia elinor ntonight at ",1
2058,2022-04-10 12:47:55+00:00,"professional warcriminal becomes king peko hololive eng sub usada pekora via ",1
2059,2022-04-10 12:02:22+00:00,agua de kotty nikotty kotty vtuber edit soyuntag n,1
2060,2022-04-10 12:00:00+00:00," stream announcement nbiasakan bangun pagi guys yuk ngobrol ngobrol n am gmt apr nwaiting roo ",1
2061,2022-04-10 11:55:52+00:00,"otsunanan nterima kasih yang sudah datang di stream tadi nvtuber vtuberid nananlive ",1
2062,2022-04-10 11:47:35+00:00,"kostum baru abang andi nlineart dulu coloring nyusul pas waktu luang nziedyiraart andiadinata art maha vtuber ",1
2063,2022-04-10 11:20:12+00:00,"shachou san gambar ini untuk menjelaskan sesuatu nmenurut kalian apa yang shachou gambar nweliverlife vtubers ",1
2064,2022-04-10 11:08:22+00:00,"tips dapat pacar ala si jamet kevin nkevinvangardo vtuber vtubers vtuberid maha ",2
2065,2022-04-10 10:30:12+00:00,"bukber check point nshare foto menu buka puasa kalian nvtuber vtuberid ",2
2066,2022-04-10 10:08:46+00:00,"sampurasun soreee nmalam ini keiko akan menjadi pembaca berita ada berita apa aja ya hari ini njangan lewatka ",2
2067,2022-04-10 09:52:35+00:00,"game game anyone nada saran game yang seru buat dimainin berdua gak yaa nvtuberid vtubersen vtuberen ",2
2068,2022-04-10 09:38:47+00:00,"alooo semuanyaa video baru udah ada di youtube vall silahkan mampir yaa nlink ban ",1
2069,2022-04-10 09:30:38+00:00,"yahoo nkami dari circle atelier id lagi ada oprec looo buat kalian yang mau jadi vtuber nsyarat tertera di pic ya ",1
2070,2022-04-10 09:10:52+00:00,sore semuanya nada stream sore ini sama nvtuber vtuberid n,1
2071,2022-04-10 09:00:03+00:00," tanggal april adalah tanggal yang spesial buat alenka kenapa karena itu hari debut jan ",1
2072,2022-04-10 08:55:22+00:00," sakura alpaca uwu nkiraluart digitalart vtuber ",2
2073,2022-04-10 08:41:49+00:00,"selamat sore gimana kabarnya sekarang coco sedang main stumble guys semoga bisa menemani ngabuburit kamu ",1
2074,2022-04-10 07:28:00+00:00,"happy sundayy nistirahat sejenak guerrilla stream belajar main minecraft gt lt ",1
2075,2022-04-10 07:20:39+00:00,"siang para pelanggan nmalam ini jam akan ada jaming with raizu nih di server discordnya dan bebas ",1
2076,2022-04-10 07:13:17+00:00,"siang viliteranian sudah dimulai nih nletto allenka mau karaokean sambil gitaran di bstation nyuk jangan s ",1
2077,2022-04-10 05:06:57+00:00,"live w gunpla hguc hyaku shiki nviverenoctisn supportsmallstreamers vtubertweeterfeature vtuber ",1
2078,2022-04-10 04:42:42+00:00,"halo semuanya berikut adalah jadwal mengbukber untuk minggu kedua mengbukber akan diadakan setiap hari selasa ju ",1
2079,2022-04-10 04:17:40+00:00,"minggu depan banyak kerjaan jadi cuman bisa live nneomazora zora live zorascadule vtuber vtubers ",2
2080,2022-04-10 04:08:08+00:00,"base model by the bestmama luma rum noutfit yoruuharenvtuber envtubers vtuberuprising ",1
2081,2022-04-10 04:00:02+00:00,"halo semuanya berikut adalah jadwal mengbukber untuk minggu kedua mengbukber akan diadakan setiap hari selasa ju ",1
2082,2022-04-10 03:04:20+00:00,pagi para pelanggan ngimana nih tidur kalian pagi ini awali dengan gegame yuk nraizubartender vtuber vtuberid n,1
2083,2022-04-10 01:53:30+00:00,"ririsya canta kawaranai mono hanako okuvtuber vtuberen vtuberes ",1
2084,2022-04-10 01:52:27+00:00,"ririsya canta ai uta greeeenvtuber vtuberen vtuberes ",1
2085,2022-04-10 01:50:18+00:00,"heheuehheheuhehehueu nvtuber envtuber vtubers envtubers ",1
2086,2022-04-10 01:17:51+00:00,"no sd vtuber lived vtuber tuber ",1
2087,2022-04-10 01:02:37+00:00,"ohayon npagi ini jam mion mau main air di powerwash simulator biar seger hehe nyang udah bangun yuk merapatnyt ",1
2088,2022-04-10 00:56:33+00:00,"sudah hampir seminggu audisi dibuka nayo ikuti audisinya dan jangan sampai kelewatan ndan maafkan mimin yang lupa p ",1
2089,2022-04-10 00:35:13+00:00,"early morneng putukan fil eng chill stream no avatar vtuber nphvtuber vtuber pngtubers twitchstreamer ",1
2090,2022-04-09 23:28:46+00:00,"awa awa nvtuberuprising vtuber ",1
2091,2022-04-09 22:04:54+00:00,"yummis lolas y rankeds uwu vtuber league of legends streaming ",1
2092,2022-04-09 21:57:29+00:00,"ya hay stream wowowowowow nvtuber vtuberes vtuberes ",1
2093,2022-04-09 21:42:17+00:00," karakter kamisato ayato lentera di malam hari genshin impact fandub bahasa in ",1
2094,2022-04-09 21:09:14+00:00,"emotes vtuberen vtuber twitchstreamer mew purrrr ta da ",1
2095,2022-04-09 21:06:18+00:00,"strim uwu ",1
2096,2022-04-09 20:46:15+00:00,"selamat pagi selamat berpuasa bagi yang menjalankannya sekarang coco sedang main genshin impact semoga bisa menem ",1
2097,2022-04-09 19:36:57+00:00,"yuk gabung sama hidayat ngaji bareng di indonesia mengaji ramadhan h juz ",1
2098,2022-04-09 19:08:07+00:00,"yugo rkgk nasumart nijisanji nijiart vtuber illustration ",1
2099,2022-04-09 18:37:43+00:00,"my melody jururu version nvtuber fanart ",1
2100,2022-04-09 17:24:41+00:00,"gw butuh hiburan ndalam rangka nemenin sahur kalian gw bakal nge react video kalian yg udah dikumpulin lewat postin ",1
2101,2022-04-09 16:45:29+00:00," debut teaser nhi nightowls your personal detective is here nsudah siap untuk bertemu dengan personal detective ka ",1
2102,2022-04-09 16:26:29+00:00,"dikiiiiiit lagiiiii masterrrrrrrrrrrrrrnminggu wib gmt nwaiting room ",1
2103,2022-04-09 15:41:36+00:00,"temenin tukang susu ini yuk langsung ke youtube nya gasn fear horror fps ",1
2104,2022-04-09 15:05:00+00:00,"weh pipis saat stream vtuberuprising vtuberid clips youtubeclips ",1
2105,2022-04-09 14:03:02+00:00,"ya kali malming gak healing dulu jm play vtuber dota ",1
2106,2022-04-09 13:42:32+00:00,"nge meme bentar wwwwnvtuberid vtuber envtuber vtuber avtuber ",2
2107,2022-04-09 13:33:02+00:00,"dalam menit kita akan bereksperimen di backrooms datanglah kemari dan mari kita bahas bersama sama ",2
2108,2022-04-09 13:31:11+00:00,"sampurasun nmalam ini kita menggambar jangan ketinggalan yaa ntonight wib gmt nwaiting room ",1
2109,2022-04-09 13:09:42+00:00,"thank you buat yang udh nonton cover dangdut gwnjangan lupa beli reonergy drink ya buat bantu gua cover lagu gua ",2
2110,2022-04-09 12:52:13+00:00," menit guys cover baru gw muncul vtuberid vtuber vtuberuprising ",1
2111,2022-04-09 12:51:11+00:00,"selamat malam gimana kabarnya sekarang coco sedang main star wars jedi fallen order semoga bisa menemani kegiatan ",1
2112,2022-04-09 12:48:11+00:00,"we re going to start the stream in mins ndateng ya ke streamnya yaa kalau mau main juga ayo yuk kita mabar ",1
2113,2022-04-09 12:47:40+00:00,"ayo bikin masjid supaya bisa shalat tarawih bersama room april ",1
2114,2022-04-09 12:41:06+00:00,"malam semuanyaa besok kachi sama mas akan stream review sarung kalian di channel ",1
2115,2022-04-09 12:09:42+00:00," hewooo minna nperkenalkan namaku ichi conaca panggil aja aku ichi bukan ichi ocha loh lt tunggu debut ichi ",1
2116,2022-04-09 12:00:46+00:00," hm you re staring something the matter nuwuuauuwuaua more ikemen umi nenvtuber vtuberen vtuber ",1
2117,2022-04-09 11:49:07+00:00,"msih sketch aaaaaaaaaankatiart sketch vtuber fanart ",2
2118,2022-04-09 11:43:50+00:00," legends ranks amp phasmophobia with aya kashii ntiradobeliven vtuber envtuber phvtuber ",1
2119,2022-04-09 11:31:27+00:00,"kalian sahur ikut wib berbuka ikut witnapakah sama saja kek mulai puasa ikut sekte sini dan lebaran ikut sekte san ",2
2120,2022-04-09 11:26:36+00:00,"wah hampir lupa yah n vtuberuprising vtuberid twitch twitchclips twitchgirl ",2
2121,2022-04-09 11:09:17+00:00,"malam minggu bingung ngapain nge em el ml mobel lejen aja yuk bareng gw sini nsabtu april jam wib ",2
2122,2022-04-09 11:05:43+00:00," pemberitahuan nhai dro nkarena gak sempat pulang dan ketinggalan kapal nmaka stream bvb hari ini pun di tiadakan ",1
2123,2022-04-09 11:00:00+00:00," jam lagii mari kita beraksiii o nelen lagi pengen nyanyi ntonight denger radio ",2
2124,2022-04-09 10:25:57+00:00,"saksikan dan ramaikan freetalk bersama vtuber indonesianvtuber vtuberid idvtuber funkot anifunkot ",1
2125,2022-04-09 10:03:34+00:00,"barangkali ada yang mau nanya nanya tentang apapun itu tinggal tulis aja di komentar atau ada krisar untuk ked ",1
2126,2022-04-09 09:52:41+00:00,"selamat sore gimana kabarnya sekarang coco sedang main identity v semoga bisa menemani ngabuburit kamu ",1
2127,2022-04-09 09:15:08+00:00," pemberitahuan nhai dro nuntuk stream ngaji di tiadakan dlu nsoalnya masih di luar kota nmngkn di ganti hari esok ",1
2128,2022-04-09 09:08:39+00:00,"bantu saya tamatin game outlast yuknvtuber vtuberdebut vtubers vtuberid outlast outlastindonesia ",1
2129,2022-04-09 09:04:42+00:00,"bagi ya dah nungguin ntoday gua upload cover baru gua nih vtubers envtuber ",2
2130,2022-04-09 08:52:29+00:00,"chillorant sampai berbuka puasa vtuber indonesia via nvtuber ",2
2131,2022-04-09 08:29:49+00:00,"lalalai lalalai ladadi ladaduu o nelen lagi pengen nyanyi ntonight denger radio ",1
2132,2022-04-09 08:27:04+00:00,"siang viliteranian nsetelah tadi letto sekarang giliran untuk menjelajah pertama kali di bstation ",1
2133,2022-04-09 08:01:57+00:00,"another horror game dari fontnya sih iya deh keknya tapi hyu gatakut sama sekali kok tenang aja beneran cuman min ",2
2134,2022-04-09 07:34:04+00:00,"ngabuburit vtuber idvtuber vtuberuprising ",2
2135,2022-04-09 07:18:15+00:00,"subaru vtuber byoutuber ",1
2136,2022-04-09 07:11:51+00:00,"yuk banyu vall dapatin sub silahkan mampir bagi yg belum bmakasih banyak yg udah bantuin vall nlink ",2
2137,2022-04-09 07:11:13+00:00,"tkrp malayalam live gta rp live malayalam gta live tkrp malayalam all citizens one team ",1
2138,2022-04-09 07:10:22+00:00," upcoming live nchill karaoke stream nngabuburit bareng mai sambil karaokean santaai nmailivestreamn karaoke ",1
2139,2022-04-09 06:50:50+00:00,"serba serbi anak kost an edisi ramadhan feat ottavius aeterna vtuber indonesia via ",1
2140,2022-04-09 06:39:20+00:00,"letsgooooo mabar valorant kita malam ini jam wibnlink vtuber vtubers ",1
2141,2022-04-09 06:39:04+00:00,"kali ini giliran letto allenka vilitera id untuk menjelajah pertama kali di bstation nyuk jangan sampai ketinggal ",2
2142,2022-04-09 06:23:59+00:00,"malam ini nsekalian perayaan subs sama top kontes cukup kemarinn o long as there is mercy here s my brothe ",1
2143,2022-04-09 06:08:51+00:00,"gordon viri dancing dance virtual vtuber ",1
2144,2022-04-09 05:59:00+00:00,"hitung mundur nlive now nroket elen meluncurrr nyuk elen mau ajak kamu mengenal amp pertualang di ",1
2145,2022-04-09 05:57:39+00:00,"kali ini mimin menemukan salah satu vstreamer yang mana ia sempat merubah penampilan pada karakternya bukannya me ",0
2146,2022-04-09 05:56:34+00:00,"today riana live nemenin ngabuburit kalian bersama dan njam wita nvtuber ",1
2147,2022-04-09 05:42:25+00:00,"jadwal livestream siang inin gmt napeegends night liven vtuber ",1
2148,2022-04-09 05:31:02+00:00,"ban elaine nvtuber envtuber deadlysins ",1
2149,2022-04-09 05:12:11+00:00,"yuyu sedang mencari staff tambahan nih kali aja ada yang berminat bisa dm ig kami ntambahan untuk persyarata ",1
2150,2022-04-09 05:12:10+00:00,"selamat siang nanti sore jam wib aku akan livestream fall guys sambil nunggu buka puasa ",1
2151,2022-04-09 04:59:00+00:00,"ayoo berkumpul jam lagi roket meluncur nayoo mengenal dan berpetualang diluar angkasa bareng elen o onad ",1
2152,2022-04-09 04:45:37+00:00,"siang para pelanggan njangan lupa datang siang ini nhari ini kita liat gimana perjuangan mereka di vtuber spor ",1
2153,2022-04-09 04:42:27+00:00,"buat kamu yang puasa gimana nih puasanya masih kuat kan nnanti sore wib bakal ada virtual ngabubur ",1
2154,2022-04-09 04:19:25+00:00," ngajar time the moment when your anak didik is too much obsessed with the detail smpe di zoom zoom dan nyaris kel ",2
2155,2022-04-09 04:03:49+00:00,"mari olahraga lima jari bersama wawanchannlink wa in wan live ",1
2156,2022-04-09 03:55:44+00:00,"selamat siang gimana kabarnya sekarang coco sedang main left dead bareng geofani semoga bisa menemani siang h ",1
2157,2022-04-09 02:06:55+00:00,"hi nmalem minggu ini aku ada stream bahas mobil jdm sambil main yuk sekalian nemenin ngobrol malem minggu kalian ",1
2158,2022-04-09 01:06:34+00:00,"siang ini elen mau ajak kamu mengenal amp bertualang diluar angkasa o onhemm lihat bumi dari atas nada apa aja ",1
2159,2022-04-09 00:56:08+00:00,"pagi para pelanggan nyuk guys hari ini jam di channelku ada vtubber sport festival yang diadakan oleh ",1
2160,2022-04-09 00:53:05+00:00,"yuk gabung sama hidayat ngaji bareng dalam program indonesia mengaji ramadhan h juz ",1
2161,2022-04-08 22:38:26+00:00,"yuk ngobrol ngobrol sama aku nlive sabtu ntanggal april njam wib nlink ",1
2162,2022-04-08 22:27:35+00:00,"ngaku ayoaku juga sih nvtuber ",2
2163,2022-04-08 20:41:41+00:00,"selamat pagi selamat berpuasa bagi yang menjalankannya sekarang coco sedang main genshin impact semoga bisa menem ",1
2164,2022-04-08 18:47:31+00:00,"thank you so much to whoever came by the stream nlain kali aku sama reisth stream dateng lagi yaaa o onkalau ",2
2165,2022-04-08 18:26:11+00:00,"mobile legends temenin kalian sahur vtuber indonesia n general nnagatakouuta fanart nkouutarts streams ",1
2166,2022-04-08 17:07:33+00:00,"wohooo nthank you banget yg udah nemenin katia keliling tadi dan thank you juga yang udah mau nerima katia sebagai ",1
2167,2022-04-08 17:01:56+00:00,"live uwu nas usual link in bio nvtuber envtuber ",1
2168,2022-04-08 16:40:35+00:00,"eat my ass douchebag nvtuber envtuber n ",1
2169,2022-04-08 16:22:02+00:00,"alhamdulillah nsudah selesai baca al qur an juz nterima kasih sudah mampir amp like semuanotra nhidrora ",1
2170,2022-04-08 15:51:23+00:00,"commissions from tama san for commission vtuber vtuberuprising ",1
2171,2022-04-08 15:30:50+00:00,"lanjutkan menyelamatkan hutan nibel apakah futsu akan berhasil part n april nwaiting room ",1
2172,2022-04-08 15:05:47+00:00,"new png model awooga lt nvtuber envtuber vtuberen vtuberuprising ",1
2173,2022-04-08 14:50:45+00:00,"spontaneous asmr at pm utc ngervtuber vtuber asmr vtuberasmr envtuber ",1
2174,2022-04-08 14:50:28+00:00,"assalamualaikum wr wb nyuk cek update konten terbaru hidayat heheevtubers ",1
2175,2022-04-08 14:40:51+00:00," mengaji nkita undur jam ya karena kaca mata patah tdi nlanjut mengaji juz semoga bulan puasa ini men ",1
2176,2022-04-08 14:38:53+00:00,"makasih yang tadi sudah dateng dan dengerin ragisa perform di anniversary vibes server naikaragisa purpybunny ",1
2177,2022-04-08 14:13:02+00:00,"sahur sahurrr ntanggal april njam nlink ",2
2178,2022-04-08 14:02:14+00:00,"selamat malam selamat beristirahat sekarang coco sedang main the outer worlds semoga bisa menemani waktu tidur ka ",1
2179,2022-04-08 13:18:02+00:00,"live now nelen terdampar di laut nelen harus makan apa disini nmari berburu ikan bawah air nyu ",1
2180,2022-04-08 13:01:41+00:00,"azzralive interaksi dengan alquran interaksimu dengan alquran ",1
2181,2022-04-08 13:01:13+00:00,"belom sempet selesaiin fanart meme dulu ya nft maman nandiadinata art andimemes mememaha vtuberindonesia ",1
2182,2022-04-08 12:34:06+00:00,"yuhuuu malem ini nanti jam wib ragisa bakal tampil di anniversary vibes server ragisa bakal bawain satu l ",1
2183,2022-04-08 12:22:56+00:00,"yuk diskusi feedback bln feb mar atau sebelumnya juga ga masalah nada masukan kritik dll bisa langsung obroli ",1
2184,2022-04-08 12:07:26+00:00,"bocil jamet dari bogor virtual nandiadinata art mahafanart maha vtuber ",2
2185,2022-04-08 11:57:35+00:00,"malam viliteranian nakhirnya erishia hearn akan mencoba menjelajahi tempat baru untuk livestream kali ini di bsta ",1
2186,2022-04-08 11:49:43+00:00,"sekali sekali gambar laki laki ye kan nmaaf pak jadi bahan latihan gambar saya nada bonus cewek loli ",2
2187,2022-04-08 10:51:05+00:00,"if you come closer you can see the clouds in my eyes sadar gak kalau aku selama ini ada awan di mataku ",1
2188,2022-04-08 10:41:14+00:00,"yahoo jadi aoi nyobain game pocket love nih vtuber ",1
2189,2022-04-08 10:22:21+00:00,"sampurasun sore semuanyaaa njangan lupa nanti malam kita belajar bahasa sunda lagii stream pengganti dari ",1
2190,2022-04-08 09:49:35+00:00,"selamat sore gimana kabarnya sekarang coco sedang main stumble guys semoga bisa menemani ngabuburit kamu ",1
2191,2022-04-08 09:35:25+00:00,"haloo semuaa video baru udah ada di youtube vall jangan lupa mampir ya semuaa nlink ",1
2192,2022-04-08 09:24:50+00:00,"ih sumpah ni orangnya ga sabaran banget minta di revive via ",0
2193,2022-04-08 09:15:59+00:00,sore para pelanggan ngabut nih silahkan yang tamu tanya gabung saja kuyy nraizubartender vtuber vtuberid n,1
2194,2022-04-08 09:06:25+00:00,"mengambil itulah tujuankunlink wa in vtuberid vtuber hoshikazo ",2
2195,2022-04-08 08:49:19+00:00,gorilla stream valo dimulai dari sekarang nvtuber valorant vtuberuprising n,2
2196,2022-04-08 08:38:04+00:00," tried to sing like our femboy nkeknya kedepannya bikin konten short aja kaya gini aja kali ya gegara ngerjain ",2
2197,2022-04-08 07:59:27+00:00,"biasanya klo bukber orangnya macem macem kan ya nah kuy kita lihat tipe tipenya gimana aja bareng babang ",1
2198,2022-04-08 07:33:47+00:00,p apepe mobel lagi with nstart wib,1
2199,2022-04-08 07:14:38+00:00,"mirika emak emak yang ngikut anaknya ngekos nlink clip vtuberid virtuni ",2
2200,2022-04-08 06:35:19+00:00," evtuber nvtuber avtuber vtuber nmoment chocho nnolcasolca v nmomoten n",1
2201,2022-04-08 06:31:26+00:00,"elen terdampar di laut nelen harus makan apa disini nmari berburu ikan bawah air ntapi kok ini ikan ",1
2202,2022-04-08 06:12:00+00:00,"malam ini zizan akan main dota dengan carry only siapa tau bisa masuk ti team secret atau og rekruuut akuuu ",2
2203,2022-04-08 05:59:29+00:00,"ngambek tau mau ditinggal ngajar kiss awto anteng tidur di pojokan kamar nragisa mau ngajar dlu yaaa so go ",0
2204,2022-04-08 05:44:22+00:00,"bonkvtuber vtuberid ",0
2205,2022-04-08 05:34:55+00:00,"stay halal yoo n vtuberuprising vtuberid twitch twitchclips twitchstreaming ",2
2206,2022-04-08 05:27:11+00:00,"selamat siang selamat beraktifitas sekarang coco sedang main minecraft semoga bisa menemani kegiatan mu di siang ",1
2207,2022-04-08 04:20:40+00:00,"begini kalo lumi marah ya ges yanlink clip maha vtuber ",2
2208,2022-04-08 04:09:15+00:00,"ayo trends r kinda fun nvtuber envtubers vtuberuprising ",1
2209,2022-04-08 03:58:40+00:00,"maihallo honey mari rayakan ulang tahun pertamaku bersama sama naku akan membacakan pesan dan kesan serta doa ",1
2210,2022-04-08 03:26:04+00:00,"bnuuy nenvtuber vtuber vartist ",1
2211,2022-04-08 03:16:57+00:00,"konnibunny gomen telat soalnya ragisa ngurusin ada yg kena copy kanan kmren jdi baru bsa post anyway makasih ",1
2212,2022-04-08 03:06:35+00:00,"nyes uhm nnyallo uwunenvtuber vtuber phvtuber ",1
2213,2022-04-08 03:04:01+00:00,"besok abis freetalk langsung gasss goyang bossque nlink dugem online anisong ",2
2214,2022-04-08 02:53:51+00:00,"insyallah jadwal nanti di update lagi nvtuber vtuber vtuberdebut vtuberuprising vtuberidformula ",1
2215,2022-04-08 02:29:18+00:00,"pagi guys gimana nih pengumuman kemarin npada eited gak besok ada konten apanvtuber vtubers envtuber ",1
2216,2022-04-08 02:02:56+00:00,"ore ga gundamu da it s time n vtuberen vtuber vtuberuprising furry scalie ",1
2217,2022-04-08 01:40:02+00:00,"tidak terasa sudah hari ke audisi nayo segera ikuti audisinya jangan sampai kelewatan naudisi akan dilaksanakan ",1
2218,2022-04-07 23:34:29+00:00,"selamat pagi semuanya sedikit pesan pagi dari aku dan reisth ke kalian hehe nvtuberid envtuber ",2
2219,2022-04-07 22:54:57+00:00,"kinda asmr stream playing omori vtuber vtubers envtuber ",1
2220,2022-04-07 22:39:21+00:00,"inukami himari canta homura lisa en horasvtuber vtuberen vtuberes ",1
2221,2022-04-07 21:13:05+00:00,"yuk yang lagi gabut atau butuh moodbooster merapat ke channel hidayat ninsya allah biar hidayat makin semangat ",2
2222,2022-04-07 20:51:02+00:00,"selamat pagi selamat berpuasa bagi yang menjalankannya sekarang coco sedang main genshin impact semoga bisa menem ",1
2223,2022-04-07 19:41:35+00:00,"sahuuur sambil ngeeeeeengggggnjumat april jam wib nfs ",1
2224,2022-04-07 19:06:32+00:00,"uwu good afternoon skiwwet fwies and vtuber famwy uwuwuwuwuwuwuwuwuwuwunlmao fuck that i hope y ll are havinggood thursday ",1
2225,2022-04-07 18:41:28+00:00,"post sini ahh semuanya nyg mau comot boleee yaak ncosplay vtuber cosplayvtuber safiyyaraima ",1
2226,2022-04-07 18:34:19+00:00,"halo semua salam kenal aku ryunez baru mau mulai jadi vtuber jadi lagi buat karakter di tunggu ya nvtuber vtuberid ",1
2227,2022-04-07 18:27:57+00:00,"tak sadarkaaah kauu telaaahh menyakitiiquuuuuu noyasumii nvtuber nvtuberuprising nbuyungupi ",1
2228,2022-04-07 18:04:00+00:00,"fubuki vtuber ",1
2229,2022-04-07 16:39:38+00:00,"otra nsankyu semua yang sudah mampir yang sudah temani chat juga nsankyu juga untuk yang udah donate nkita ke ",2
2230,2022-04-07 16:23:53+00:00,"otsuuuuu petshop dari syurga terimai kasih buat dan sudah teriak bareng sampe ",2
2231,2022-04-07 15:58:27+00:00,"uhuyyy senangnya dalam hati kalau nvtuber vtuberid ",2
2232,2022-04-07 15:12:32+00:00,"assalamualaikum wr wb nyuk cek update konten terbaru hidayat heheevtubers ",1
2233,2022-04-07 15:08:15+00:00,"ganti rencana sahuuur nkarena banyak event genshin belum dimainin jadi main genshiiin duluuuu n umat april ",1
2234,2022-04-07 14:19:00+00:00,"baka nnewprofilepic vtuber envtuber phvtuber ",1
2235,2022-04-07 13:40:31+00:00,"haee lagu gaiss yuk mampir ke kotoba station malem ini ada bang noyomi yang lagi maen game skul nih yuk ramein j ",1
2236,2022-04-07 13:18:00+00:00,"siapa yang udah kenyang atau masih lapar nkuy ngobrolin makanan makanan indonesia ",1
2237,2022-04-07 13:11:55+00:00,"selamat malam selamat beristirahat karena ini malam jumat sekarang coco akan main game horor resident evil semo ",1
2238,2022-04-07 12:20:45+00:00,"game penghilang stress ntanggal april njam wib nlink ",1
2239,2022-04-07 12:14:34+00:00," gaming nkali ini gw akan menjalankan quest archon nsemoga gak ada halangan lagi ndate april ntime ",1
2240,2022-04-07 12:12:12+00:00,"jadi gini nvtuber vtubers envtuber jpvtuber vtuberuprising avtuber vtuberid ",2
2241,2022-04-07 12:08:30+00:00,"ai no kotoba cover shoutabeenpremiere april n ini masih trailer v nvtuber nvtuberid ",1
2242,2022-04-07 12:08:23+00:00,"hari ini gw balek stream lagi nih manteman nkali ini edisi maljum horyor banget gatau nih horor apa kaga soalny ",1
2243,2022-04-07 11:32:30+00:00,"jadwal livestream malam inin gmt nphasmophobia verionliven vtuber ",1
2244,2022-04-07 10:49:29+00:00," qualifying lanjutt gp bahrain vtuber indonesianvtuber vtuber ",1
2245,2022-04-07 10:37:01+00:00,"alhamdulillah nlancar baca al qur an dari juz ke juz nsemoga hari ini mendapatkan berkahnya amiiin nhidrora ",1
2246,2022-04-07 10:22:11+00:00,"azzralive bersyukur adalah solusi adalah bersyukur nazzramadhania vtuber ",1
2247,2022-04-07 10:18:16+00:00,"di gombalin dita n vtuberuprising vtuberid twitchstreamers twitch twitchclips ",2
2248,2022-04-07 09:59:04+00:00,"selamat sore gimana kabarnya sekarang coco sedang main call of duty mobile semoga bisa menemani ngabuburit kamu ",1
2249,2022-04-07 09:57:59+00:00,"pekora iq professional warcriminal plays in minecraft hololive eng sub usada pekora v ",1
2250,2022-04-07 09:53:05+00:00,"donathon adu mekanik lagi pisode vtuberid vtuberindonesia ",1
2251,2022-04-07 09:25:00+00:00," model reveal nhalo thana kusuma disini f napa kalian nyasar kemari tentunya itu bukan karena saya banshee ga ",0
2252,2022-04-07 08:45:34+00:00," vtuber id en subs celebration kita main game horrornbesok tanggal april pukul yuki bakal meray ",1
2253,2022-04-07 08:36:57+00:00,"pngtuber anjing nvtuber keren agz jam ",1
2254,2022-04-07 08:06:50+00:00," mengaji nlanjut mengaji juz semoga bulan puasa ini mendapatkan berkahnya amiiin ndate april ntime ",1
2255,2022-04-07 08:02:03+00:00,"masih kuat puasa nya yuk kita ngobrol lagi napr gmt via youtube yo ",1
2256,2022-04-07 07:57:17+00:00," dia lagu kanaria ironic yang saya cover silahkan mampirnvtuber vtuberid ",1
2257,2022-04-07 07:46:39+00:00,"sudah saya post mantemanvtuberid vtuber ",2
