,Date,Content
3776,2022-07-12 07:59:02+00:00, yopi uda jadi murid kobo li wkwkwk 
3777,2022-07-12 07:58:52+00:00, k subs selamat yopi 
3778,2022-07-12 07:58:01+00:00, yopi udh k moon jadi kapan kita jalan bareng 
3779,2022-07-12 07:57:10+00:00, wihhhh congrats yopi 
3780,2022-07-12 07:56:03+00:00, congratulations wiiihhh 
3781,2022-07-12 07:55:53+00:00, yopi selamat ya sudah rb subs 
3782,2022-07-12 07:55:50+00:00, jangan lupa event apa pun ituu kamu pasti yang traktir liee 
3783,2022-07-12 07:55:01+00:00, astaga udah lawan shagaru toh 
3784,2022-07-12 07:52:33+00:00, yang nanti ultah kan situ 
3785,2022-07-12 07:50:35+00:00, gk kebalik yop 
3786,2022-07-12 07:50:28+00:00, selamat ya 
3787,2022-07-12 07:49:26+00:00, congrats yopii kukira pas awal nemu channelmu itu kamu channel lagu lo fi 
3788,2022-07-12 07:44:02+00:00, lah ga kebalik itu 
3789,2022-07-12 07:43:54+00:00, kaya ada yang salah yop tapi apa yah 
3790,2022-07-12 07:43:18+00:00, mencurry kesempatan 
3791,2022-07-12 07:43:06+00:00, jadiin yop 
3792,2022-07-12 07:42:36+00:00, bukanya yang harusnya traktiran yopi yah 
3793,2022-07-12 07:40:17+00:00, congratssssss yopi senpaiiii 
3794,2022-07-12 07:39:56+00:00, selamat yopp 
3795,2022-07-12 07:37:28+00:00, kalo di jawa tengah ada yg namanya jangan kare 
3796,2022-07-12 07:35:55+00:00, selamat yopi 
3797,2022-07-12 07:35:42+00:00, asikk selamat buat k subrekernya yop 
3798,2022-07-12 07:35:33+00:00, kalo kare di desaku kuahnya warnanya kuning 
3799,2022-07-12 07:30:07+00:00, yuk otw nyusul juta 
3800,2022-07-12 07:27:25+00:00, sayang belum verified 
3801,2022-07-12 07:26:49+00:00, congrats teh yopi 
3802,2022-07-12 07:25:58+00:00, pagi 
3803,2022-07-12 07:22:41+00:00, yopi amp shagaru pog for real 
3804,2022-07-12 07:21:36+00:00, omedettoouuu yopii pas banget banyak daging buat perayaan 
3805,2022-07-12 07:20:39+00:00, selamat 
3806,2022-07-12 07:19:44+00:00, yopi selamat ya senenng banget congratulationss 
3807,2022-07-12 07:19:30+00:00, wkwkwkwkkwkw 
3808,2022-07-12 07:18:24+00:00, sekte mana lagi ini nasi alpukat sm nasi pisang aja udah aneh wkwkwk 
3809,2022-07-12 07:17:48+00:00, ini dia yang gw tunggu omedetou dari best girl 
3810,2022-07-12 07:15:45+00:00, selamat iofi 
3811,2022-07-12 07:12:28+00:00, indomie daging kurban wagyu 
3812,2022-07-12 07:10:03+00:00, selamat siang om tanigo 
3813,2022-07-12 07:09:34+00:00, selamat yop k nya 
3814,2022-07-12 07:08:58+00:00, wkwk 
3815,2022-07-12 07:07:11+00:00, asik k sebelum ultah omedets 
3816,2022-07-12 07:05:35+00:00, ayo taun ini jt 
3817,2022-07-12 07:04:40+00:00, wkwkwk 
3818,2022-07-12 07:03:29+00:00, congrats yopi yopi senang kami pun ikut senang bisa yuk m 
3819,2022-07-12 06:59:32+00:00, selamat yopi 
3820,2022-07-12 06:59:11+00:00, mantab makannya dobel nih 
3821,2022-07-12 06:58:10+00:00, grinding terus ya yop good luck ww sasuga m chan selalu yg tau lebih dulu 
3822,2022-07-12 06:56:57+00:00, yayyyyyy k subs omedetouuu seperti kata yopi santuy tapi pasti ww ioforia obisaaaaaa 
3823,2022-07-12 06:56:31+00:00, selamat yopi 
3824,2022-07-12 06:55:18+00:00, omedetouuu iofiii senpaiiii u deservee ittt 
3825,2022-07-12 06:55:00+00:00, gass ne stop selamat ya iofi congrats 
3826,2022-07-12 06:54:28+00:00, gencatan senjata sebentar tuh buat ngecek kayanya 
3827,2022-07-12 06:54:15+00:00, asik traktiran juga 
3828,2022-07-12 06:54:02+00:00, selamat saya selalu menantikan pengirimannya semoga beruntung mulai sekarang 
3829,2022-07-12 06:53:11+00:00, yang nimbulin penyakit itu bukan dagingnya tapi kebersihan dan seasoning beserta antek anteknya 
3830,2022-07-12 06:53:08+00:00, selamat yopi 
3831,2022-07-12 06:52:49+00:00, congratulation yopiii semoga segera cepet k k bahkan m happy produktif sama 
3832,2022-07-12 06:52:41+00:00, selamat yopi 
3833,2022-07-12 06:52:32+00:00, bisa gitu wkwk 
3834,2022-07-12 06:51:49+00:00, sedang menunggu komentar yagoo 
3835,2022-07-12 06:51:38+00:00, selamat 
3836,2022-07-12 06:51:25+00:00, selamat ayang yopi terus semangat ya we all love you 
3837,2022-07-12 06:51:17+00:00, yayy selamat yopi semoga terus berkembang lagi dan lagi amiin 
3838,2022-07-12 06:50:42+00:00, selamat yopi 
3839,2022-07-12 06:50:37+00:00, indomi kuah goreng yop 
3840,2022-07-12 06:43:52+00:00, gara art ini kmren malem langsung nntonin marathon 
3841,2022-07-12 06:39:06+00:00, modar kalo mie daging 
3842,2022-07-12 06:26:11+00:00, indomi pake daging 
3843,2022-07-12 06:25:51+00:00, pagi siang sore malam full remdamg nyimak 
3844,2022-07-12 06:21:35+00:00, pasti bubuk cabe nya aida 
3845,2022-07-12 06:21:14+00:00, pagi 
3846,2022-07-12 06:16:20+00:00, yang dapat daging tapi ngga bisa masaknya ada kok yop 
3847,2022-07-12 06:13:01+00:00, itu bukan kare yop tapi gulai daging dengan bumbu kare v 
3848,2022-07-12 06:07:31+00:00, ya dapet stok daging melimpah yop www 
3849,2022-07-12 06:01:53+00:00, pagi yopi 
3850,2022-07-12 05:57:51+00:00, darah yop ingettt 
3851,2022-07-12 05:57:47+00:00, relate dua hari udh makan daging kretek 
3852,2022-07-12 05:53:27+00:00, jangan lupa minum teh tawar biar gak kolestrol iopi yes that s include after indomie 
3853,2022-07-12 05:51:18+00:00, cek tensi jangan lupa ya 
3854,2022-07-12 05:46:12+00:00, jangan banyak banyak sayang 
3855,2022-07-12 05:43:51+00:00, congrats k sayanggg 
3856,2022-07-12 05:34:52+00:00, indomi tapi lauknya daging modyar 
3857,2022-07-12 05:32:13+00:00, pengen nampol sumpah 
3858,2022-07-12 05:31:01+00:00, kelakuan padahal udah dimasakin rendang tapi tetap aja ngerebus mie 
3859,2022-07-12 05:29:24+00:00, gak apa yop setahun sekali wkwkwk 
3860,2022-07-12 05:28:09+00:00, pagi 
3861,2022-07-12 05:27:09+00:00, enak loh 
3862,2022-07-12 05:22:59+00:00, nambah lemak lagi 
3863,2022-07-12 05:22:52+00:00, cepat ganti makanan sebelum mabok daging 
3864,2022-07-12 05:21:11+00:00, kalian yang mabok gue yang sakit gigi sampe minggu depan 
3865,2022-07-12 05:21:00+00:00, persiapan perut supaya bisa menerima daging yop 
3866,2022-07-12 05:20:42+00:00, pagi istriku yang cantik 
3867,2022-07-12 05:17:41+00:00, ditunggu menu dagingnya smpe hari kedepan yop 
3868,2022-07-12 05:16:11+00:00, ohapagi yopi 
3869,2022-07-12 05:15:04+00:00, hati koles umur 
3870,2022-07-12 05:14:16+00:00, gapapa yop daging itu enak kecuali makan hari setiap hari berturut 
3871,2022-07-12 05:13:34+00:00, hati heh jangan berlebihan 
3872,2022-07-12 05:13:14+00:00, indomi toping daging ga sih 
3873,2022-07-12 05:08:56+00:00, pagi iofi 
3874,2022-07-12 05:08:37+00:00, indomi rasa rendang 
3875,2022-07-12 05:07:07+00:00, udah sakit gigi 
3876,2022-07-12 05:06:37+00:00, awkkwkwk gigi ngilu sendiru 
3877,2022-07-12 05:05:05+00:00, tambahin telor ato ayam juga wuenakkk 
3878,2022-07-12 05:04:37+00:00, yappp cukup menghadeh 
3879,2022-07-12 05:03:11+00:00, kalau aku kedepan nya mabok cinta 
3880,2022-07-12 05:03:06+00:00,kulkas full daging nih yopp 
3881,2022-07-12 05:02:22+00:00, masak ini aja yop 
3882,2022-07-12 05:02:21+00:00, hari obat kolestrol dan darah tinggi 
3883,2022-07-12 05:02:01+00:00, kolesterol sama darah tinggi menanti 
3884,2022-07-12 05:01:42+00:00, indomi nya nambah daging yopp 
3885,2022-07-12 04:58:25+00:00, wokwkwk mabuk daging 
3886,2022-07-12 04:58:02+00:00, indomi selera ku 
3887,2022-07-12 04:57:41+00:00, hati hati kolesterol naik iofi 
3888,2022-07-12 04:57:11+00:00, pagi 
3889,2022-07-12 04:55:34+00:00, pagi yopiii 
3890,2022-07-12 04:54:38+00:00, oi yopi pendek ngapain liat dari atas 
3891,2022-07-12 04:54:20+00:00, hi pagi 
3892,2022-07-12 04:54:17+00:00, pagi yopi 
3893,2022-07-12 04:54:17+00:00, eh tdi aku bru selesai makan indomie 
3894,2022-07-12 04:54:16+00:00, indomie rendang 
3895,2022-07-12 04:53:35+00:00, dari awal dah mabok yop 
3896,2022-07-12 04:52:38+00:00, hmm siang 
3897,2022-07-12 04:52:22+00:00, malah jadi kangen makan ayam 
3898,2022-07-12 04:52:14+00:00, pagi yopi 
3899,2022-07-12 04:51:57+00:00, wkwkwk mau masuk hari aja udah mabok ini 
3900,2022-07-12 04:51:52+00:00, hari sate hari gulai hari rendang hari semur daging hari rawon hari sop kambing hari empal 
3901,2022-07-12 04:51:46+00:00, indomi sop buntut 
3902,2022-07-12 04:51:38+00:00, tambah daging juga kah 
3903,2022-07-12 04:51:36+00:00, btw congrats k subs yopii 
3904,2022-07-12 04:51:31+00:00, ya gimana ya sekalian buat nyate bareng area pas ultah 
3905,2022-07-12 04:51:27+00:00, dispam daging kurban 
3906,2022-07-12 04:51:07+00:00, wkwkwk biasalah 
3907,2022-07-12 04:50:57+00:00, indomi pake stik daging 
3908,2022-07-12 04:50:55+00:00, siap darah tinggi 
3909,2022-07-12 04:50:46+00:00, indomie rendang campur rendang tuh yop enak aku aja nambah dua bungkus 
3910,2022-07-12 04:50:35+00:00, makan indomi jg pke daging wkwkwk 
3911,2022-07-12 04:50:28+00:00, indomie semangka enak yop 
3912,2022-07-12 04:50:20+00:00, pagi sayang yopi 
3913,2022-07-12 04:50:13+00:00, semoga tidak terjadi ap 
3914,2022-07-12 04:50:12+00:00, jangan atuh makan holomie nya mending daging 
3915,2022-07-12 04:50:09+00:00, sama yop freezer juga enggak muat buat masukin yang laen 
3916,2022-07-12 04:49:56+00:00, hati hati yop kolesteol tekanan darah naik karena kebanyakan makan daging watame 
3917,2022-07-12 04:49:53+00:00, berat stonk 
3918,2022-07-12 04:49:42+00:00, biar ga bosen masak ala yakiniku yopp 
3919,2022-07-12 04:49:39+00:00, aku yang nyadar h idul adha sudah nggak di rumah lagi buat mabok makan daging 
3920,2022-07-12 04:49:29+00:00, janji ga kolesterol 
3921,2022-07-12 04:49:11+00:00, lemao kulkas full daging 
3922,2022-07-12 04:48:54+00:00, topingnya daging kurban 
3923,2022-07-12 04:48:37+00:00, duhhh enak bgt banh 
3924,2022-07-12 04:48:36+00:00, indomie rendang 
3925,2022-07-12 04:48:36+00:00, ko bisa 
3926,2022-07-12 04:48:34+00:00, indomie rasa apa tuhh 
3927,2022-07-12 04:48:33+00:00, kenapa kok indomi 
3928,2022-07-12 04:48:21+00:00, dengan daging wkwkkwkw 
3929,2022-07-12 04:48:19+00:00, holomie daging 
3930,2022-07-12 04:46:01+00:00, pagi 
3931,2022-07-12 04:45:13+00:00, pagi 
3932,2022-07-12 04:44:29+00:00, pagi 
3933,2022-07-12 04:43:11+00:00, pagi 
3934,2022-07-12 04:41:53+00:00, pagi beb 
3935,2022-07-12 04:39:13+00:00, ohapi 
3936,2022-07-12 04:36:59+00:00, pagi sayang 
3937,2022-07-12 04:33:42+00:00, selamat pagi 
3938,2022-07-12 04:32:00+00:00, pagiiii 
3939,2022-07-12 04:19:43+00:00, pagi manis ah telat aku 
3940,2022-07-12 04:14:27+00:00, terimakasih iofi atas remi lagunya 
3941,2022-07-12 04:13:56+00:00, pagi yop jangan lupa sarapan 
3942,2022-07-12 04:13:49+00:00, pagi 
3943,2022-07-12 04:12:34+00:00, udh menjelang siang sih 
3944,2022-07-12 04:11:42+00:00, pagiii 
3945,2022-07-12 04:11:35+00:00, pagi siang yopi 
3946,2022-07-12 04:10:22+00:00, selamat pagi iofi 
3947,2022-07-12 04:08:43+00:00, good morning tapi tidak good 
3948,2022-07-12 04:07:55+00:00, pagi yang menyedihkan yop 
3949,2022-07-12 04:07:29+00:00, pagi 
3950,2022-07-12 04:06:38+00:00, pagi yopi 
3951,2022-07-12 04:03:46+00:00, pagi 
3952,2022-07-12 04:00:13+00:00, hmmm pagi beb 
3953,2022-07-12 03:59:04+00:00, pagiiii iofi 
3954,2022-07-12 03:58:41+00:00, oagi 
3955,2022-07-12 03:58:31+00:00, uda siang ini mah 
3956,2022-07-12 03:56:04+00:00, pagi iofi 
3957,2022-07-12 03:54:20+00:00, pagi 
3958,2022-07-12 03:53:47+00:00, pagi yopi lt 
3959,2022-07-12 03:53:29+00:00, pagi yopi 
3960,2022-07-12 03:52:50+00:00, pagi 
3961,2022-07-12 03:52:45+00:00, pagi 
3962,2022-07-12 03:52:43+00:00, pagi 
3963,2022-07-12 03:52:41+00:00, pagi yopiii 
3964,2022-07-12 03:52:00+00:00, pagi 
3965,2022-07-12 03:51:58+00:00, met pagi 
3966,2022-07-12 03:50:21+00:00, pagi yopi 
3967,2022-07-12 03:49:53+00:00, pagi yopi 
3968,2022-07-12 03:49:23+00:00, pagi yopi 
3969,2022-07-12 03:48:17+00:00, pagi iofi 
3970,2022-07-12 03:47:41+00:00, pagi yopi 
3971,2022-07-12 03:47:01+00:00, pa pagi teteh yopi 
3972,2022-07-12 03:46:52+00:00, pagiiiiii 
3973,2022-07-12 03:46:17+00:00, pagi yopi 
3974,2022-07-12 03:45:05+00:00, pagi 
3975,2022-07-12 03:43:50+00:00, pagi pi lt 
3976,2022-07-12 03:43:29+00:00, pagi smug yopi 
3977,2022-07-12 03:43:26+00:00, pagi yopiii 
3978,2022-07-12 03:42:17+00:00, pagii juga yopii 
3979,2022-07-12 03:42:00+00:00, pagi k 
3980,2022-07-12 03:41:47+00:00, pagif 
3981,2022-07-12 03:41:41+00:00, pagi 
3982,2022-07-12 03:41:27+00:00, pagi yopi 
3983,2022-07-12 03:40:25+00:00, pagii yopiiiiii 
3984,2022-07-12 03:40:21+00:00, pagi yopi 
3985,2022-07-12 03:39:57+00:00, pagi iofi 
3986,2022-07-12 03:39:51+00:00, pagi iofi 
3987,2022-07-12 03:39:36+00:00, pagiiiiii 
3988,2022-07-12 03:39:31+00:00, pagiii yooopi 
3989,2022-07-12 03:39:08+00:00, pagi 
3990,2022-07-12 03:38:54+00:00, pagi yop dah denger berita blum 
3991,2022-07-12 03:38:45+00:00, pagi yopi 
3992,2022-07-12 03:38:41+00:00, pagi teh yopi meni geulis 
3993,2022-07-12 03:38:33+00:00, pagi yopi 
3994,2022-07-12 03:38:04+00:00, pagi 
3995,2022-07-12 03:38:03+00:00, pagi 
3996,2022-07-12 03:38:03+00:00, pagiii yopi 
3997,2022-07-12 03:38:00+00:00, pagi yopi 
3998,2022-07-12 03:37:34+00:00, selamat pagi yopi 
3999,2022-07-12 03:37:16+00:00, pagi 
4000,2022-07-12 03:37:10+00:00, pagi yopi 
4001,2022-07-12 03:37:09+00:00, pagi yopi 
4002,2022-07-12 03:37:04+00:00, pagi teteh 
4003,2022-07-12 03:36:38+00:00, pagi yopiii 
4004,2022-07-12 03:36:31+00:00, pagi yopi 
4005,2022-07-12 03:36:24+00:00, pagi 
4006,2022-07-12 03:36:19+00:00, pagi yopi 
4007,2022-07-12 03:36:14+00:00, pagi 
4008,2022-07-12 03:35:51+00:00, pagi 
4009,2022-07-12 03:35:46+00:00, pagi yopi 
4010,2022-07-12 03:35:43+00:00, pagi yopi 
4011,2022-07-12 03:35:34+00:00, pagi iofi
4012,2022-07-12 03:35:31+00:00, pagi yopi
4013,2022-07-12 03:35:31+00:00, selamat pagi iofi 
4014,2022-07-12 03:35:24+00:00, pagiii yopiii 
4015,2022-07-12 03:35:19+00:00, hmmmm pagii yoyop 
4016,2022-07-12 03:35:18+00:00, pagi iofi 
4017,2022-07-12 03:35:14+00:00, pagi 
4018,2022-07-12 03:35:08+00:00, pagi yopi senpai 
4019,2022-07-12 03:35:06+00:00, pagiiiii yopiiiiiii 
4020,2022-07-12 03:35:00+00:00, pagiii 
4021,2022-07-12 03:34:57+00:00, pagi yopi 
4022,2022-07-12 03:34:55+00:00, pagi yopi 
4023,2022-07-12 03:34:49+00:00, pagi yop hayu ape 
4024,2022-07-12 03:34:46+00:00, pagi manis 
4025,2022-07-12 03:34:13+00:00, pagi yopi 
4026,2022-07-12 03:33:58+00:00, pagiiofi 
4027,2022-07-12 03:33:58+00:00, pagi yopi 
4028,2022-07-12 03:33:54+00:00, yopi looking down bad at you pagi neng makin geulis ae ih gt lt 
4029,2022-07-12 03:33:48+00:00, pagi yopii 
4030,2022-07-12 03:33:48+00:00, pagi yopi 
4031,2022-07-12 03:33:35+00:00, pagi yopi 
4032,2022-07-12 03:33:31+00:00, pagi yopi 
4033,2022-07-12 03:33:21+00:00, ohaaaapiiiii 
4034,2022-07-12 03:33:16+00:00, pagi yopii ku 
4035,2022-07-12 03:33:13+00:00, pagi yopii 
4036,2022-07-12 03:33:06+00:00, pagi 
4037,2022-07-12 03:33:05+00:00, pagi 
4038,2022-07-12 03:33:04+00:00, pagi 
4039,2022-07-12 03:33:02+00:00, pagi udh siang sih di sini 
4040,2022-07-12 03:33:02+00:00, pagi yop jangan lupa sarapan 
4041,2022-07-12 03:33:01+00:00, pagi iofi 
4042,2022-07-12 03:33:00+00:00, pagi yopii 
4043,2022-07-12 03:32:56+00:00, pagi juga yopi 
4044,2022-07-12 03:32:56+00:00, pagi iofi 
4045,2022-07-12 03:32:37+00:00, selamat iofi sudah k subreker ayo ayo k subreker lagi biar satu jeti 
4046,2022-07-12 03:32:25+00:00, pagi juga yopi 
4047,2022-07-12 03:32:23+00:00, pagi iofi 
4048,2022-07-12 03:32:22+00:00, pagii wahai pujaan hatiku 
4049,2022-07-12 03:32:21+00:00, pagi yopi 
4050,2022-07-12 03:32:19+00:00, pagi yopiii 
4051,2022-07-12 03:32:16+00:00, pagi yopi 
4052,2022-07-12 03:32:10+00:00, pagi 
4053,2022-07-12 03:32:09+00:00, pagiiii 
4054,2022-07-12 03:32:09+00:00, pagi yopi 
4055,2022-07-12 03:32:09+00:00, pagi 
4056,2022-07-12 03:21:43+00:00, itu rendang 
4057,2022-07-12 02:07:01+00:00, bangke diingetin lagi 
4058,2022-07-12 02:01:39+00:00, itu bulat bulat apaan sosis kah 
4059,2022-07-12 01:45:29+00:00, pagi pagi udah pusing mikirin tes 
4060,2022-07-12 01:40:17+00:00, resepnya bestie 
4061,2022-07-12 01:11:15+00:00, cik atuh lah 
4062,2022-07-12 00:58:02+00:00,scrolling dulu sambil nunggu sambutan hangat pagii dari yang paling manis 
4063,2022-07-12 00:23:19+00:00, itu semur daging 
4064,2022-07-12 00:22:36+00:00, gws iofi 
4065,2022-07-11 23:18:55+00:00, mangkok nya bagus btw 
4066,2022-07-11 21:21:40+00:00, karena dihari yang bahagia bagaimana kalo maen ape biar ditemenin suara dor dor dan bztt boom kan meriah yah 
4067,2022-07-11 20:44:13+00:00, omg kelihatannya enak 
4068,2022-07-11 18:13:45+00:00, awas darah tinggi 
4069,2022-07-11 17:18:39+00:00, yahh apapun juga ioforia pada seneng 
4070,2022-07-11 17:17:00+00:00, tanya biasanya ya biasanya karaoke beb kalo nggak review kamar viewers sesi gombal stream k 
4071,2022-07-11 17:01:20+00:00, pengen yop disini jadi semur 
4072,2022-07-11 16:51:44+00:00, yopi kok nagih traktir mulu tapi gapernah reply congrats ke kobo 
4073,2022-07-11 16:27:34+00:00, pengen bet gua nyobain makan kare 
4074,2022-07-11 16:07:43+00:00, hati hati bundah kolestrol 
4075,2022-07-11 15:58:21+00:00, yop bantu abisin daging di rumah dong wkwkw 
4076,2022-07-11 15:39:38+00:00, wkwkwkwk 
4077,2022-07-11 15:31:30+00:00, anjayyy yopi bohong karenya yang bohong 
4078,2022-07-11 15:09:53+00:00, pakai asas belum menit masih bisa dicuci bang sekalian temannya jg dicuci juga 
4079,2022-07-11 14:36:41+00:00, masih bisa di cuci qan masih mentah pas di masak kuman nya juga langsung mati semua 
4080,2022-07-11 14:26:32+00:00, mauu dimasakin ayang 
4081,2022-07-11 14:21:27+00:00, lain kali coba make golden curry yopp mantep juga itu 
4082,2022-07-11 14:11:31+00:00, uenak poll 
4083,2022-07-11 14:10:09+00:00, blm pernah liat brand itu cmn pernah nyobain brand ini yg satu lokal yg satu import dsri jepan 
4084,2022-07-11 14:05:54+00:00, kok sama yak 
4085,2022-07-11 14:04:15+00:00, kebanyakan watame bu 
4086,2022-07-11 13:52:29+00:00, pasti hasil kurban yah 
4087,2022-07-11 13:51:41+00:00, lokasi dimana bro biar gw bantu gebukin 
4088,2022-07-11 13:45:06+00:00, pengen 
4089,2022-07-11 13:41:41+00:00, ohhhhhhhh kayaknya enak tapi ga pedes sama sekali ya yahhhh ww wah pedas asin enak tuh ww 
4090,2022-07-11 13:40:30+00:00, kare daging bikinan yopi 
4091,2022-07-11 13:33:20+00:00, mau cobaa 
4092,2022-07-11 13:27:44+00:00, pala bapak kau lumpur 
4093,2022-07-11 13:19:09+00:00, share location bang ku bantuin gebuk 
4094,2022-07-11 13:18:45+00:00, lah pan nya kok sama kayak punyaku di rumah 
4095,2022-07-11 13:16:13+00:00, klo sama yang ini bedanya apa yop kemaren baru bel soalnya 
4096,2022-07-11 13:11:07+00:00, wiiih jadi laperr 
4097,2022-07-11 13:07:08+00:00, giri giri warukunai watame 
4098,2022-07-11 13:04:53+00:00, bukan watame kan yop 
4099,2022-07-11 13:01:07+00:00, di rumahku juga banyak daging yop masakin dong 
4100,2022-07-11 12:54:22+00:00, masak nya gimama bund 
4101,2022-07-11 12:53:01+00:00, ini rasanya sama kayak curry jepun gk kareena diriku gk terlalu suka curry jepun 
4102,2022-07-11 12:51:40+00:00, akan ku coba buat deh 
4103,2022-07-11 12:50:11+00:00, iofi pinter masak ya jadi pengen coba 
4104,2022-07-11 12:46:01+00:00, puluhan tahun jadi org jawa baru tau klo ada kare atau semacamnya 
4105,2022-07-11 12:45:21+00:00, eeehhh itu enak 
4106,2022-07-11 12:42:11+00:00, uwahh enakk keliatannya boleh dah bikin juga 
4107,2022-07-11 12:39:59+00:00, oalah 
4108,2022-07-11 12:39:00+00:00, keknya enak 
4109,2022-07-11 12:37:41+00:00, keliatan enak yopp 
4110,2022-07-11 12:37:28+00:00, adu masak daging let s go 
4111,2022-07-11 12:36:28+00:00, java curry tapi apakah itu beneran rasa jawa rasa jawa brarti manis gitu 
4112,2022-07-11 12:34:31+00:00, looks yummy lempar rumahku yop 
4113,2022-07-11 12:32:40+00:00, yopp jadi laperrr 
4114,2022-07-11 12:32:17+00:00, wkwkwk pedes asin toh 
4115,2022-07-11 12:29:53+00:00, ohhhhh iosora ikzzzz ditunggu streamnya yopi 
4116,2022-07-11 12:29:30+00:00, woahh jadi pengen nyoba yg ini selama ini pake yg original soalnya sering diskon wkwk 
4117,2022-07-11 12:26:43+00:00, dari watame ya yop 
4118,2022-07-11 12:26:20+00:00, semoga anda bahagia dengan sora neesan 
4119,2022-07-11 12:26:06+00:00, kare jawa dari jepang dimasak di jawa 
4120,2022-07-11 12:22:15+00:00, jadi pemngen 
4121,2022-07-11 12:22:14+00:00, pelit 
4122,2022-07-11 12:22:11+00:00, aku direndang yopii enak loh 
4123,2022-07-11 12:19:56+00:00, bagi sesuap iofi 
4124,2022-07-11 12:16:58+00:00, ah kenyang nimbun lemak 
4125,2022-07-11 12:16:42+00:00, dagingnya 
4126,2022-07-11 12:14:35+00:00, suapin dong wwww 
4127,2022-07-11 12:12:12+00:00, nice info yop harus nyoba ini mah 
4128,2022-07-11 12:11:46+00:00, masih bisa dicuci 
4129,2022-07-11 12:10:30+00:00, dapet daging apa yop 
4130,2022-07-11 12:09:20+00:00, pake daging sapi bisa kan yop 
4131,2022-07-11 12:09:06+00:00, aaa kita sama gadeng aku semur wkak 
4132,2022-07-11 12:08:50+00:00, itu bukan kare tp gulai daging dengan gaya kamu bohong 
4133,2022-07-11 12:08:23+00:00, semua ini gara teman bodoh ku 
4134,2022-07-11 12:07:48+00:00, gue kirain pake ini yop cabenya biar nendang 
4135,2022-07-11 12:06:42+00:00, review asmr jajanan pasar push mr 
4136,2022-07-11 12:05:47+00:00, aku gak dapet daging yop sedih 
4137,2022-07-11 12:05:32+00:00, seumur umur baru kali ini denger ada makanan yg namanya kare jawa 
4138,2022-07-11 12:05:19+00:00, hemm bisa buat referensi nih kalo mau bikin kare 
4139,2022-07-11 12:04:26+00:00, java buat javanese apa jawa ya 
4140,2022-07-11 12:04:03+00:00, kupikir sekilas itu udang didalamnya 
4141,2022-07-11 12:03:57+00:00, weh daging apakah ada giveaway 
4142,2022-07-11 12:03:02+00:00, apakah kalo di tambah daging sapi bisa jadi rendang 
4143,2022-07-11 12:02:42+00:00, keknya enakk 
4144,2022-07-11 12:01:53+00:00, bagi resepnya yop 
4145,2022-07-11 12:00:44+00:00, ajarin yop 
4146,2022-07-11 12:00:35+00:00, yopi alien apa kelinci 
4147,2022-07-11 12:00:24+00:00, kapan masakin buat aku yop 
4148,2022-07-11 12:00:06+00:00, kayak kare ala jepang ya ini yop 
4149,2022-07-11 12:00:05+00:00, minta yop 
4150,2022-07-11 11:59:07+00:00, woahhh dengan melihatnya saja sudah kenyak jam 
4151,2022-07-11 11:59:05+00:00, daging qurban di sate daging qurban di gule daging qurban di kare 
4152,2022-07-11 11:59:01+00:00, berat badan naik yatta 
4153,2022-07-11 11:58:54+00:00, aku sih lebih suka di sate yop 
4154,2022-07-11 11:58:35+00:00, dpt brp kilo yop 
4155,2022-07-11 11:58:24+00:00, mantap yopp daging kurban wkwk 
4156,2022-07-11 11:58:18+00:00, jadi laper 
4157,2022-07-11 11:57:38+00:00, kok kayak coklat pisang 
4158,2022-07-11 11:57:18+00:00, kelihatannya enak bangettt yopp pengen nyoba masakan yopi deh 
4159,2022-07-11 11:57:03+00:00, wahh hasil kurban ni ya manis jadi lapar 
4160,2022-07-11 11:56:45+00:00, nih aku juga banyak daging enaknya dibikin apa ya apa dibikin kare juga kah 
4161,2022-07-11 11:56:37+00:00, bagi yop 
4162,2022-07-11 11:56:33+00:00, hari hari mabok daging dimulai wkwkwkkwk 
4163,2022-07-11 11:56:32+00:00, itu wortel ato jengkol 
4164,2022-07-11 11:56:17+00:00, butuh disuapi kah 
4165,2022-07-11 11:56:09+00:00, lemparkan saja seikhlasnya 
4166,2022-07-11 11:56:04+00:00, makan daging dengan sayur wortel 
4167,2022-07-11 11:55:55+00:00, req kare tupai dong 
4168,2022-07-11 11:55:46+00:00, bagi dong yop 
4169,2022-07-11 11:55:45+00:00, buat aku mana 
4170,2022-07-11 11:55:43+00:00, mabok daging aowkoakw 
4171,2022-07-11 11:55:38+00:00, hari ini kita akan mabuk daging bersama sama yop 
4172,2022-07-11 11:55:27+00:00, daging watame keknya 
4173,2022-07-11 11:55:22+00:00, ihh enaakk 
4174,2022-07-11 11:55:00+00:00, mabuk daging yop 
4175,2022-07-11 11:54:59+00:00, selamat makan yopii 
4176,2022-07-11 11:54:54+00:00, itu jatah panitia qurban yop 
4177,2022-07-11 11:54:40+00:00, dapet kambing apa sapi yop 
4178,2022-07-11 11:54:33+00:00, ohhh mantap 
4179,2022-07-11 11:54:30+00:00, jangan bilang kalo daging 
4180,2022-07-11 11:54:27+00:00, mauu 
4181,2022-07-11 11:53:13+00:00, gk nyangka rupanya yopi suka karyanya ema sensei juga 
4182,2022-07-11 11:31:41+00:00, kobo dan traktir adalah kata yg sulit untuk berada dalam satu kalimat yang sama 
4183,2022-07-11 11:28:32+00:00, lopi lopyu 
