,Date,Content,Sentiment
1311,2022-04-04 06:29:24+00:00,ayu kita membangun rumah tangga bersama      n n    apr   gmt      jst    n nwaiting room,Neutral
1312,2022-04-04 06:22:27+00:00,berpacu dalam melodi    n nlink   n rasumaivtuberi,Neutral
1313,2022-04-04 04:57:27+00:00,mau menjelajah maps chasm di genshin impact ahh nvtubers vtuber vtuberindonesia vtuberigenshinimpact,Neutral
1314,2022-04-04 04:24:49+00:00,i will do subhaton tonitfor celebrataffiliaton twich                anmaybfacreveal,Positive
1315,2022-04-04 04:05:31+00:00,party kitaa rekkk     ntahun ini udah  k yeyyy     nparty hari ini jam       nbuat yang mo tanya atau ngasih ucap,Neutral
1316,2022-04-04 04:04:58+00:00,nanti malam streaming lagi    nkemarin nyoba garti terus katanya jadi kepengen lagi nsenin     jam    n,Neutral
1317,2022-04-04 03:18:58+00:00,ga tau kucing poi      nlink clip  mengbukber,Neutral
1318,2022-04-04 03:17:39+00:00,yahho minna  nmalam ini kuma bakal ngadain birthday stream lhoo gt   lt  mwheheheh njangan lupa pada dateng yahh   nhava n,Negative
1319,2022-04-04 00:58:07+00:00,selamat pagi    akhirnya  april  ngga berasa udah  tahun   jangan lupa malam ini ada special stream  liv you,Neutral
1320,2022-04-04 00:20:02+00:00,subs  nkyk ying anyang        n nbtw belum subs bantu subs dnk   noayo dro  n nhidrora vtuberi,Neutral
1321,2022-04-03 22:54:34+00:00,donathon   sahur apa kalian hari ini   episod  n vtuberivtuberindonesia,Positive
1322,2022-04-03 21:05:51+00:00,gaees gaeeesss     monchi mau kenalin alya kkalian   dan minta bantuan kkalian buat retweet  gt      lt  n njangan lupa,Neutral
1323,2022-04-03 20:53:26+00:00,hallo guys   nku uploavidio nihh main bareng sama kalo kalian pingin tau kita ngapain bisa check dis,Neutral
1324,2022-04-03 20:45:48+00:00,sebel ga sih lu capek nyanyi  jam tapi videonya kblock gegara kopikanan      n sedikit clip dari stream karaokkem,PNeu
1325,2022-04-03 20:38:20+00:00,assalamualaikum  halo semuanya   n nnamaku alya syakira  aku seorang gadis yang jatuh kedunia virtual saat ada caha,Negative
1326,2022-04-03 20:32:24+00:00,selamat pagi selamat berpuasa bagi yang menjalankannya  sekarang coco sedang main genshin impact  semoga bisa menem,Neutral
1327,2022-04-03 20:24:49+00:00,sahur guys  nini jadwalku buat minggu ini n ngeneral  kazehayaren  nfanart  renimagin nliv kazehayarenlivnclip,Neutral
1328,2022-04-03 17:44:19+00:00,hbto m  nvtuberifanart,Neutral
1329,2022-04-03 15:30:33+00:00,selamat malam selamat beristirahat  sekarang coco sedang main thouter worlds  semoga bisa menemani waktu tidur ka,Positive
1330,2022-04-03 15:20:16+00:00,sepi gak ada yang mau likatau komen tweet ku            n ngachacluvtuberiindonesia gachatuber gacha,Neutral
1331,2022-04-03 15:05:02+00:00,malam semuanyaa    nini stream scheduluntuk minggu depan  maybsomguerilla stream menjelang berbuka dan menjela,Negative
1332,2022-04-03 14:58:24+00:00,alhamdulillah baru debut maluuu duh    ncheck ya tema teman     n vtuberdebut,Neutral
1333,2022-04-03 14:57:31+00:00,alhamdulillah baru debut maluuu duh    ncheck ya tema teman     n vtuberdebut,Neutral
1334,2022-04-03 14:49:01+00:00,yuk bunvnv zombiuntuk ngilangin emosi   gara gara thmimikemarin  n nlink   n   n,Neutral
1335,2022-04-03 14:29:27+00:00,udah lama lho zizan ga main genshin  jadi nanti sahur mau jalan jalan di teyvat nungguin waifu baru yang belum mun,Neutral
1336,2022-04-03 14:27:27+00:00,assalamualaikum wr w ngimana puasa hari pertama kalian sahabat  udah pada shalat tarawih belum   hehe,Positive
1337,2022-04-03 13:53:49+00:00,hai semua  kenalin aku ishiguro kurumi  vtuber indonesia  ga niat    voicactor    kalian bisa panggil aku kurumi,Neutral
1338,2022-04-03 13:23:36+00:00,selamat malam gimana kabarnya  sekarang coco sedang main stumblguys  semoga bisa menemani malam mu,Positive
1339,2022-04-03 13:05:00+00:00,nya nya  n nvtuber vtuberuprising vtuberitiktok tiktokviral,Neutral
1340,2022-04-03 12:15:35+00:00,malem ini aku mau marathon gamgoeater resurrection  greget banget kalah mulu dr kemaren  semangatin dong  n n,Neutral
1341,2022-04-03 11:50:36+00:00,wadow gara   gara livpritalk tadi pagi subs naik  terimakasih kepada para pelanggan yang sudah subs selama ini,Neutral
1342,2022-04-03 11:39:16+00:00,malam ini lho     njangan lupa   debut pertama n  malam nwaiting room   n,Positive
1343,2022-04-03 11:26:07+00:00,jadwal livestream malam ini n n  n  gmt    napeegends aruraibu tnmwin,Neutral
1344,2022-04-03 11:23:48+00:00,today stream  n n     donathon  n    vft a,Neutral
1345,2022-04-03 11:11:40+00:00,selamat berbuka puasa para hoshifamily    n nhoshinnara vtuberivtuber puasa ramadhan,Neutral
1346,2022-04-03 10:58:38+00:00,alhamdulillah  juz selesai nbesok gw lanjut bacanya  n nsankyu untuk yang sudah mampir  maabacaan gw masih terbatah,Neutral
1347,2022-04-03 10:32:39+00:00,menyambut ramadhan dengan sepenuh hati  menjalankan dengan hati yang suci  dan jadikan ramadhan yang berseri     n nsel,Neutral
1348,2022-04-03 10:11:43+00:00,oh ya  sebelum keburu dah buka puasa  gumau ngucapin  selamat menunaikan ibadah puasa  buat yang menjalankannya,Neutral
1349,2022-04-03 10:04:04+00:00,mohon maasebelumnya dari  minggu yang lalu bahkan lebih kayaknya baru sekarang bisa kasih informasinya    n      nja,Neutral
1350,2022-04-03 09:57:37+00:00,dateng ya sweeties   kita ngabuburit bareng  nswiftylivvtuberi n n,Neutral
1351,2022-04-03 09:45:42+00:00,ngabuburit bareng teman seperumputan guys          n nvtuberdebut vtuber vtuberivtubers,Neutral
1352,2022-04-03 09:36:38+00:00,selamat sorgimana kabarnya  sekarang coco sedang main call oduty mobil semoga bisa menemani ngabuburit kamu,Neutral
1353,2022-04-03 09:35:14+00:00,kalau gatahan gapapa kok  n nvtuberivtuber envtuber vtuber  a        a avtuber seihyu,Neutral
1354,2022-04-03 09:11:19+00:00,halo man teman  sambil nunggu buka puasa adzan magri nongkrong bareng yuk  nua akhirnya nyobain forza horizon,Neutral
1355,2022-04-03 08:58:26+00:00,chika pendek wkwkwk  chika kamera   clip   n nchikakameria chikadiclip vtuber vtubers,Neutral
1356,2022-04-03 08:56:20+00:00,liv mnit lagi n ralivvtuberi,Neutral
1357,2022-04-03 08:26:54+00:00,otsu rion  everyon                 nthanks buat yang udah mampir kstreamku tadi  nseyou all in thnstream video,Neutral
1358,2022-04-03 08:08:25+00:00,marhaban ya ramadhan comrad n nselamat menunaikan ibadah shaum ramadhan  h bagi yang menjalankannya  n ntetap sem,Positive
1359,2022-04-03 07:35:09+00:00,jaga yang bener kalo rumah kalian kosong n nnew video releasncheck it out her,Neutral
1360,2022-04-03 07:04:41+00:00,anak anak katanya mau ngabuburit bareng  jadi sekalian streaming deh sekalian fesripil,Neutral
1361,2022-04-03 06:30:00+00:00,ada sena di dalam sena    n  nclip  freetalk   nekoyamasena   yumereality,Positive
1362,2022-04-03 06:21:19+00:00,tips biar puasa kamu gampang batal  n n askargreshaqi askartips indievtuber youngleniatdarihati vtuberi,Neutral
1363,2022-04-03 06:17:37+00:00,harika rika is now liv  nfreetalk  menit guys lewat  nvtuberivtuberuprising vtuber,Neutral
1364,2022-04-03 06:09:01+00:00,mengaji  juz   nmenunggu berbuka puasa kita sambil mengaji ya  biar dapat ridho dari allah swt    n ndat   april,Neutral
1365,2022-04-03 05:13:47+00:00,fretalk stream jam   wi   pm gmt      nsemoga gak turun hujan lagi    n nwaiting room,Positive
1366,2022-04-03 05:07:27+00:00,hewloo guys  jadi rika mau streaming debut nih  kita ngobrol santai yuk  temenin rika ngobrol    n n waktu bisa beru,Neutral
1367,2022-04-03 04:26:18+00:00,schedulnya gw ganti ya  ntadi salah tanggal      n nini schedulbulan ramdahan ini  nmengaji  hari  juz  nsetiap jam,Neutral
1368,2022-04-03 03:42:53+00:00,hampir lupa ada jadwal  sunmocha pagi ini mengobrol ngobrol santuy aja karena aku belum siapin topik wkwk  n nsunday,Neutral
1369,2022-04-03 03:32:56+00:00,yuhuuu     theo is back from ngumrat skripsi gada otak gada akhlak  mau pulang naik kereta abis bimbingan malah dik,Neutral
1370,2022-04-03 02:44:43+00:00,pritalk bersama  pituber nvtuber vtuberiraizubartender n,Neutral
1371,2022-04-03 00:55:32+00:00,siapa yang udah banguun  ayok kita mabar mobillegends pagi pagi  n ndateng ya jam  pagi ini hoho,Neutral
1372,2022-04-03 00:53:22+00:00,freetalks   kenalan bareng amaya  ardha   n vtuberivtuberindonesia,Positive
1373,2022-04-03 00:35:37+00:00,pagi men  stream apemobildadakan dulu  nvtuberiapeegendsmobiln yudalivvtuber n,Neutral
1374,2022-04-02 23:28:58+00:00,sorini  jam   wi n  n nreinandarea vtuber vtuberi,Neutral
1375,2022-04-02 22:53:05+00:00,freetalks   pada stream sahur jadi saya ikutan  ardha   n vtuberivtuberindonesia,Neutral
1376,2022-04-02 22:14:33+00:00,ngaku kalian  siapa yang baru imsak udah bolong puasanya   nmerapat kuy nanti sor   n n        win,Neutral
1377,2022-04-02 21:36:01+00:00,pervtuberan indonesia      n nsuka  tidak suka  komentar  bagikan  laporkan n npremier       n nu,Negative
1378,2022-04-02 21:23:13+00:00,apacoba nselamat menjalankan ibadah puasa bagi yang menjalankan  n nkoneksi baru bener ish n nsahur ramadhan vtuberi,Negative
1379,2022-04-02 21:02:39+00:00,orenjii kun       nvtuber vtuberi,Neutral
1380,2022-04-02 20:33:03+00:00,selamat pagi selamat berpuasa bagi yang menjalankannya  sekarang coco sedang main genshin impact  semoga bisa menem,Neutral
1381,2022-04-02 20:00:01+00:00,asli bikin kaget ini    n  nclip  chloepawapua   vtuberindo   vtuberi  vtuber,Neutral
1382,2022-04-02 19:31:33+00:00,yuk sahur bareng sweeties   nswiftylivvtuberi n n,Neutral
1383,2022-04-02 18:30:59+00:00,sini lina temenin sahur  n nwaiting room  vtuberi,Neutral
1384,2022-04-02 16:32:27+00:00,sahur    vtuber indonesia lewat  n      win nreinandarea vtuber,Neutral
1385,2022-04-02 16:24:15+00:00,nih oshi ku nemenin yang mau begadang nunggu sahur  kalian jangan lupa mampir ya n n,Neutral
1386,2022-04-02 16:21:31+00:00,ramadhan mubarak dan selamat menjalankan ibadah puasa bagi teman teman yang menjalankan  n nsemoga bulan ramadhan kal,Neutral
1387,2022-04-02 16:04:41+00:00,kouu pi   urhatan malam minggu  vtuber indonesia   n n  general   nnagatakouuta n  fanart   nkouutarts n  streams,Neutral
1388,2022-04-02 15:49:33+00:00,biar semangat dikit puasanya ges yak ngw bakal nemenin sahur kalian di sahuryo  saur bareng ryo  h nya mana wkwkwk,Neutral
1389,2022-04-02 15:08:19+00:00,halo rasuma disini    nnyari horror   horror yok temenin kita   di kelilingi para zomai  n nwith   n,Neutral
1390,2022-04-02 14:55:55+00:00,night zeal ch is now liv  n  random   gabut   belajar buat overlay   canva lewat,Neutral
1391,2022-04-02 14:37:25+00:00,announcement n nakh   akhirnya aku nii   nikaahhhh      n n    edragon nest revolution n   a,Positive
1392,2022-04-02 14:29:56+00:00,selamat malam selamat beristirahat  sekarang coco sedang main thouter worlds  semoga bisa menemani waktu tidur ka,Neutral
1393,2022-04-02 14:10:51+00:00,review memdari paman   paman ya gaes n n      am win    april  n nvtuberivtuber vtuberuprising pngtuber,Neutral
1394,2022-04-02 13:34:51+00:00,hey dhampriends         n nmumpung ini sebelum puasa  dhampirmau uploakonten cover mengsedih nih  hayuuk mampiirr  mu,Neutral
1395,2022-04-02 13:27:02+00:00,hello  travelers  n nmalam ini haruna akan mencoba mirasa baru dan juga potato chip rasa ghost pepper di stream,Neutral
1396,2022-04-02 12:55:34+00:00,kisah naga hijau  indonesia version  nera chapter  melihat foto go   aldia  nakan rilis di mangatoon  nrilis pada t,Neutral
1397,2022-04-02 12:47:13+00:00,tak terasa besok sudah puasa    nmari begadang ampek sahur     n nmulai jam   malam ini  nwr,Neutral
1398,2022-04-02 12:29:33+00:00,selamat malam  baru kelar nguli jadi baru bisa streaming  sorry tidak mengikuti sesuai jadwal    i hopi ll seyo,Positive
1399,2022-04-02 12:06:40+00:00,elencasso livnow    n           n nmalam ini elen mau bercerita sambil menggambar    n nsini merapat  elen bacain kamu,Neutral
1400,2022-04-02 11:45:07+00:00,konmaikaaaa  jangan lupa dateng kpremiercover identity maika  menit lagi ya     seyou thermaikawan  vtuber,Neutral
1401,2022-04-02 11:21:38+00:00,keiko juga ada disini yaaa    jangan ketinggalan premierjam    gt  lt  n nkeitakeiko                 coversing,Neutral
1402,2022-04-02 11:17:08+00:00,jadwal livestream malam ini  n  n  n  gmt    napeegends aruraibu,Neutral
1403,2022-04-02 10:58:26+00:00,wah dapet fanart pertama kaliii eii thya thbanget yaa ara ara asikk pertama kali   n nquart qudisan,Neutral
1404,2022-04-02 10:55:50+00:00,bang kok kamu anim n nvtuber vtuberiidvtuber djvtuber funkot dugem onlin,Positive
1405,2022-04-02 10:42:44+00:00,ayo guys ramein nanti miyu ada di sini yaaa www pertamakali ni ajak colla   n jangan lupa datang   nvtuberi,Negative
1406,2022-04-02 10:38:45+00:00,selamat sorgimana kabarnya  sekarang coco sedang main frefir semoga bisa menemani sorhari mu,Neutral
1407,2022-04-02 10:12:55+00:00,priliv reetalk    ngobrol senja   atti lewat  n naprilivvtuberivtuberuprising,Positive
1408,2022-04-02 10:12:31+00:00,new clip  nkali ini membuat menderita  nvtuber vtuberivtuberclip n,Neutral
1409,2022-04-02 09:48:19+00:00,elencasso is back   n           n nmalam ini elen mau bercerita sambil menggambar   nsini merapat  elen bacain kamu buku,Neutral
1410,2022-04-02 09:30:00+00:00,zizan akan menemani hari pertama sahur dengan nonton bareng  ga perlu discor langsung buka twitch zizan aja   n n   xm,Neutral
1411,2022-04-02 09:30:00+00:00,berita buruk    n  nclip  simphony gitaonair aoi i  vtuberindo,Neutral
1412,2022-04-02 09:16:23+00:00,hari ini rhea bakal ada princess training dulu sebelum stream  jadi kemungkinan streamnya agak terlambat ya   n ngens,Neutral
1413,2022-04-02 09:14:54+00:00,today stream n n  odkeras cowok  xmalming tapi sama lala  ah kecal n n  wi  ut nwaiting room,Neutral
1414,2022-04-02 08:42:58+00:00,hmmm malming sebelum puasa kok kayaknya asik ya collaamong us   n nbiar adu domba dan saling menuduh sebelum dosa ka,Neutral
1415,2022-04-02 08:37:23+00:00,virtualiqo   chapter    rukun islam  ninsya allah pada sorhari sabtu ini      kita akan mendalami kmateri,Negative
1416,2022-04-02 08:34:32+00:00,clip gameplay codm  btw selamat beribadah puasa bagi yang muslim dan ada kabar juga bahwa  setelah saya hiatus beb,Neutral
1417,2022-04-02 08:27:26+00:00,stream   streamnya ququu  dibuatnya mendadak    nququu hari ini main identity v   yolo  n ntanggal    april  jam,Neutral
1418,2022-04-02 07:38:28+00:00,halooo minna lina udah baikan nih dan mau ganti morning stream jadi genshin impact  temenin lina farming yuk n nwaiti,Neutral
1419,2022-04-02 06:30:00+00:00,nolep  tapi kawaii      n  nclip  poopielivvtuberindo   virtualyoutuber   vtuberi  vtuber,Neutral
1420,2022-04-02 06:26:51+00:00,muck  mari kita mencari cara keluar dari pulau   vtuber indonesia   n n  general   nnagatakouuta n  fanart,Positive
1421,2022-04-02 06:24:53+00:00,video baru udah tayang  jangan lupa mampir ya      nlink   nmari kabur dari rumah nenek   granny housonlin  vtuber i,Positive
1422,2022-04-02 06:17:13+00:00,so  mion s first cover song is this  ngimana nih keliatannya     n nfor now  enjoy shor teasernya dulu ya nbakal aku sha,Neutral
1423,2022-04-02 06:07:10+00:00,nyoba gambar di medibang pakmouswwwwwww agak susahh qwq n nlutiefiggy art nomnomlutidangolutivtuber,Neutral
1424,2022-04-02 06:03:49+00:00,today stream is cragamwith  njadwal berubah menjadi jam  njam   wi  pm gmt  n napakah kami,Neutral
1425,2022-04-02 05:53:07+00:00,livdadakan bersama cibaduyut team  ngmt     nwaiting room,Neutral
1426,2022-04-02 05:49:39+00:00,selamat siang gimana kabarnya  sekarang coco sedang main left  dea bareng   semoga bisa menema,Neutral
1427,2022-04-02 04:26:58+00:00,remindernya ya n nkita juga bakal sekalian ngreview channel vtuber yang kamu rekomendas,Neutral
1428,2022-04-02 04:10:04+00:00,daily ramadhan vtuber apreciation n nhai gaes  selama saat sahur bulan ramadhan ini aku mau keliling mencari vtuber y,Neutral
1429,2022-04-02 03:30:00+00:00,chloberasal dari  upil      n  nclip  chloepawapua   vtuberindo   vtuberi  vtuber,Neutral
1430,2022-04-02 03:23:15+00:00,cari anggota baru lagi    n n rasumaivtuberi,Neutral
1431,2022-04-02 02:46:28+00:00,aku gugup           n n  freetalk   all with dugongers    n    april   n     wi  gmt   n,Neutral
1432,2022-04-02 01:57:12+00:00,pagi para pelanggan   npagi   bagi berburu keluarganya n yuk di dautless nraizubartender vtuber,Neutral
1433,2022-04-02 01:34:46+00:00,selamat pagi apa kabarnya  sekarang coco sedang main call oduty mobil semoga bisa menemani pagi hari mu,Neutral
1434,2022-04-01 22:33:15+00:00,bangun pagi  buka hp  liat joa  ngsimp lagi n n vtuberuprising vtuberi,Neutral
1435,2022-04-01 17:20:25+00:00,maaya buat konten hari ini cuman singkat bgt  soalnnya masalah jaringan         n  nthank you yang udh sempat dtg    n,Positive
1436,2022-04-01 15:40:15+00:00,bismillahirrahmanirrahim njadi tanggal debut insyallah tetap hari ahatanggal  ramadhan h      nvtuberindo,Positive
1437,2022-04-01 15:39:35+00:00,selamat malam selamat beristirahat  sekarang coco sedang main genshin impact  semoga bisa menemani waktu tidur kamu,Neutral
1438,2022-04-01 15:33:37+00:00,valo lagi nih gasin gais  mampir jangan lupa di follow     n n vtuberuprising,Neutral
1439,2022-04-01 14:53:32+00:00,ap ngapebareng leyha amp  sato  ardha   n vtuberivtuberindonesia,Neutral
1440,2022-04-01 13:09:52+00:00,ikuzoo kita main sambil ngobrol ayang ayang sama uwu n n vtuberi,Neutral
1441,2022-04-01 13:08:45+00:00,ostumreveal  ostum baru   rdebut      tuber indonesia  lewat kemon nonton guys  vtuberivtuber,Neutral
1442,2022-04-01 13:02:42+00:00,selamat malam selamat beristirahat  sekarang coco sedang main gratiphonbersama teman teman vtuber  semoga bisa,Positive
1443,2022-04-01 12:59:46+00:00,yuk  nvtuberivtuber vtubers,Neutral
1444,2022-04-01 12:36:51+00:00,first timliv  raft with  nhari aprilmop maen survival      n ntanggal   jumat  april  jam,Neutral
1445,2022-04-01 12:33:25+00:00,hallo  selamat malam semuanya    nmalam ini  seperti biasa arata mengadakan livstream berupa konten freetalk bersam,Neutral
1446,2022-04-01 12:19:13+00:00,angjay elden ring zero det  no hoaks  mampir aja kalo nggak percaya  gw sih nggak percaya n n,Neutral
1447,2022-04-01 12:02:37+00:00,today stream  n n     kitsuntalk  n    hu,Neutral
1448,2022-04-01 10:54:30+00:00,kobo yang sangat serem   njangan lupa mampir kchannel shinichi iya    nlink clip,Neutral
1449,2022-04-01 10:52:55+00:00,kata kata zeta yang sangat ambigu  njangan lupa mampir kchannel shinichi iya    nlink clip,Neutral
1450,2022-04-01 10:45:52+00:00,alhamdulillah  jazakumullah khoir  teman teman yang sudah hadir  mohon maaya atas ketidaknyamanan akibat delay da,Neutral
1451,2022-04-01 10:25:35+00:00,otsunuhun semuanya  hari ini tantgirang sekali dengan reaksi kaget kalian  gimana  baru pertama kali kalian ketem,Neutral
1452,2022-04-01 09:51:45+00:00,ketika zombilawan tanaman     n n vtuberirasumai,Neutral
1453,2022-04-01 09:51:28+00:00,streaming dadakan    nga jadi karaoknya dikatain muluuu     malessss n n    april   n     wi  gmt   n,Neutral
1454,2022-04-01 09:30:00+00:00,yabsekali lagunya    n  nclip  lilyifeta vtuberindo   virtualyoutuber,Neutral
1455,2022-04-01 09:29:08+00:00,selamat siang selamat beraktifitas  sekarang coco sedang main point blank  semoga bisa menemani kegiatan mu di sian,Neutral
1456,2022-04-01 09:19:16+00:00,april mop gess   ayooo mira mau ngapain  n n   jumat    april    wi gmt    nwaiting room,Neutral
1457,2022-04-01 08:58:35+00:00,yahoo yahoo   nrevengdebut stream   lets goo guys uwu n ntanggal    april  njam     winlink,Neutral
1458,2022-04-01 08:29:29+00:00,random stream valo ueun n  alorant  valo   lesgo  tuber indonesia  n   jumat   april     gmt   n njangan lupa,Neutral
1459,2022-04-01 08:07:53+00:00,ulama ga gambar dan umbreon nya jadi aneh hahaha n nkalau soal pokemon pada suka pokemon apa  n nvtuber vtuberi,Neutral
1460,2022-04-01 07:33:59+00:00,selamat siang guysssss      nselamat datang di bulan aprillll n nmalam ini yuk ngobrol bareng selena sekalian nanti ma,Neutral
1461,2022-04-01 07:21:00+00:00,selamat siang selamat beraktifitas  sekarang coco sedang main star wars jedi fallen order  semoga bisa menemani keg,Neutral
1462,2022-04-01 07:03:49+00:00,terima kasih jamur orennya selama bulan maret kemarin guys     vtuberivtuberuprising vtuberindonesia,Neutral
1463,2022-04-01 06:57:20+00:00,termiakasih kepada para pelanggan yang sudah memberikan support selama ini agar raizu dapat lebih berkarya lagi,Positive
1464,2022-04-01 06:56:43+00:00,mobillegends  ayo kita bermain bersama   vtuber indonesia   n n  general   nnagatakouuta n  fanart   nkouutarts n  st,Positive
1465,2022-04-01 06:02:54+00:00,tenang bukan april fools atau april mop kok yak nmalah special content updatmodel lbaru men  n njumat   april,Positive
1466,2022-04-01 06:00:01+00:00,halo sayang  gak kerasa ya dah  april  nanti aku mau kasih tau sesuatu di stream  jadi  jangan lupa dateng ya  n n   t,Neutral
1467,2022-04-01 04:03:26+00:00,link affiliasi menguntungkan  jgn sampga di scan nmekarbersamamu vtuberivtuberen vtuberrising,Positive
1468,2022-04-01 04:00:14+00:00,sharfandukawan kawan ditonton ya hari minggu nanti,Neutral
1469,2022-04-01 03:38:40+00:00,bukan april fools tapi emang mo masak gais ntar siang  dateng ya wkwkwkkwk       n nlivon,Neutral
1470,2022-04-01 03:30:00+00:00,cari waifu lagi    n  nclip  chloepawapua   vtuberindo   vtuberi  vtuber,Neutral
1471,2022-04-01 03:20:10+00:00,selamat pagi bagaimana keadaan mu  sekarang coco sedang main valorant sama kurosai  semoga bisa menemani kegiatan m,Neutral
1472,2022-04-01 03:11:11+00:00,pagi semuannya    n  n  n  nvtuber vtuberindo vtuberivtuberindi,Neutral
1473,2022-04-01 03:05:01+00:00,karena udah nyentuh  subs sebelum debut  heryou go  n nvoicreveal by yours truly    nvtuber vtuberi,Positive
1474,2022-04-01 02:28:25+00:00,tidak ada teori gapakcelana adik adik  sekarang teori merem is rill        nlink clip,Neutral
1475,2022-04-01 02:15:40+00:00,goomorning      jangan lupa liat senpai ku stream genshin yaa   n nvtuber vtubers vtuberi,Neutral
1476,2022-04-01 01:44:18+00:00,mulai sekarang   n  n nreinandarea vtuber vtuberi,Positive
1477,2022-04-01 01:30:39+00:00,yang ini bukan april fools  nnanti malam mion bakal main unravel two sama ayang yang wangy wangy       nj,Neutral
1478,2022-04-01 01:30:21+00:00,tanggal  april ini akankah banyak terjadi fenomena  gradu baiting   n nvtuberi,Positive
1479,2022-04-01 01:29:45+00:00,selamat pagi bagaimana kabarnya  sekarang coco sedang main fallout   semoga bisa menemani kegiatan mu di pagi ini,Negative
1480,2022-03-31 23:33:59+00:00,streaming dadakan    nkapan lagi kyura nyanyiii             n  karaok  araokstreaming     tapi     n n    april,Neutral
1481,2022-03-31 18:46:32+00:00,kapan kelar ini artwork  nibispaintn wip n vtuberi,Neutral
1482,2022-03-31 17:48:15+00:00,tolong di tuntun ya  karena saya sangat orang baru yg masuk kdunia ini              vtubericalonvtuber vtuber,Negative
1483,2022-03-31 16:02:36+00:00,hallo semuanya  jadi di video kali ini rika bakal main gamrequest dari kalian yaitu gamspecimen zero  nselamat m,Positive
1484,2022-03-31 15:34:16+00:00,yahho minnaaaa   sesuai jadwal kuma april ini  kuma bakal balik livestream lagi besok mwheh ini comback stream,Neutral
1485,2022-03-31 15:24:16+00:00,dapet iddari cliper   cliper di yt nmakanya gua juga pengen buat  dah gitu aja    n  n  nbang  ijin angfloyak bang,Neutral
1486,2022-03-31 15:22:22+00:00,helloo  aku kali ini ikut cover lagu original song dari kak mythia batfor di tonton yaa  semoga kalian suka,Negative
1487,2022-03-31 15:17:28+00:00,selamat malam selamat beristirahat  sekarang coco sedang main genshin impact  semoga bisa menemani waktu tidur kamu,Neutral
1488,2022-03-31 14:26:36+00:00,clip stream apetadi n nkebonk dong sama smokbangalorlangsung ko wkwkkw n natsumichiharuna atsuharunaclip,Neutral
1489,2022-03-31 14:20:04+00:00,freetalks   kenalan bareng sora ayam ardha   n vtuberivtuberindonesia,Neutral
1490,2022-03-31 14:03:50+00:00,halo rasuma disini    nnyari horror   horror yok temenin kita      n nwith   n    vtuberidevour,Neutral
1491,2022-03-31 13:49:04+00:00,malam para pelanggan  nyuk lanjutin yomawari sebelum puasa nvtuber vtuberiraizubartender n,Neutral
1492,2022-03-31 13:43:59+00:00,sorry telat pengenalan  konsep  amp  detailnya wkwk           nsalken salken  n vtuberdebut,Neutral
1493,2022-03-31 13:40:41+00:00,ththyang sudah datang klivdebut ququu   makasih banget loh  n nbagi yang belum tau pemenangnya adalah,Neutral
1494,2022-03-31 13:21:09+00:00,serem bangettt    ncoba cek aja klo ga percaya    n nlink   vtuberihorror,Neutral
1495,2022-03-31 13:20:52+00:00,today stream  n n     minecraft endurann,Negative
1496,2022-03-31 13:12:23+00:00,nyoba bikin model sendiri tanpa skill sama sekali lmao               n nlink outfit clothing,Neutral
1497,2022-03-31 13:06:46+00:00,ayok jadi kang semprot semprot sama  n vtuberivtuberuprising,Positive
1498,2022-03-31 12:19:36+00:00,jangan jangan lupa lupa hari ini kita stream lagi ges  kali ini gw mau nyobain apemobilnih  kalo salah tembak m,Negative
1499,2022-03-31 12:15:45+00:00,jadwal livestream malam ini n n  n  n,Neutral
1500,2022-03-31 11:40:13+00:00,selamat malam selamat beristirahat  karena ini malam jumat sekarang coco akan main gamhoror resident evil   semo,Neutral
1501,2022-03-31 11:37:57+00:00,skuyy  gaess    mumpung masih fresh   n nvtuber vtuberiidvtuber vtuberuprising,Neutral
1502,2022-03-31 10:21:24+00:00,belum saatnya   tapi udah duluan         nlink clip  vtuberiamaclop,Positive
1503,2022-03-31 09:59:51+00:00,ntar malem ngejenguk mbak kunti bareng dan  n n   a    st mar,Negative
1504,2022-03-31 08:24:30+00:00,my lil sister  dari papa alpian  rigger  nyuk bantu buka itunya                n nvtuber vtuberivtuberuprising,Positive
1505,2022-03-31 08:00:17+00:00,makasih udah mampir di riview gamps rentalan     nternyata cocok buat nemenin kalian di bulan puasa nih  ngrafik,Neutral
1506,2022-03-31 07:53:21+00:00,selamat siang bagaimana keadaan mu  sekarang coco sedang main apelegends  semoga bisa menemani kegiatan mu di sia,Positive
1507,2022-03-31 07:45:12+00:00,hari jumat   minggu ini engga ada livdj karena ada urusan  tapi tanggal  april  ada freetalk bareng,Neutral
1508,2022-03-31 07:33:52+00:00,akhirnya tarot reading lagi  nkita sekalian ngreview vtuber yang kalian rekomendasikan lewat komen donatya  n nset,Neutral
1509,2022-03-31 07:19:09+00:00,ada yang kangen mira gak ya  ummm n n   kamis    maret    wi gmt    nwaiting room,Neutral
1510,2022-03-31 07:06:32+00:00,otw botak    ndah gitu aja    n n        win       vtuber vtuberi,Neutral
1511,2022-03-31 06:44:42+00:00,video debutku udah tayang  jangan lupa mampir ya  makasih      nlink  vtuberdebut,Negative
1512,2022-03-31 06:14:09+00:00,lanjut lagi yokkk     n n pirk vtuberi,Neutral
1513,2022-03-31 04:39:28+00:00,aloo sebelum collalina ngsudden livestream dulu nih  tiba tiba pengen coba fps dan akhirnya main bioshock karna,Positive
