Date,Content,prediction
2022-07-06 09:53:16+00:00, menit lagi kita stumble guys lagiiiiii nyok sini mampir kita mabar mabar lagiiin ,1
2022-07-06 09:50:59+00:00,kondamang here s the waiting room perjuangan si asu untuk melawan kerajaan tirani lanjut lagi gaes n time ,0
2022-07-06 09:50:37+00:00, toopid kasdea tream makan tapi diem sambil dengerin kipas angin today at gmt ,1
2022-07-06 09:36:31+00:00,debut stream waiting room semuanya ,1
2022-07-06 09:19:46+00:00,malam ini jam wib kita jalan jalan ke kuromori chomorganmaulive ,1
2022-07-06 09:05:21+00:00,hello travelers nmalam ini haruna akan kembali terjun ke planet fortuna untuk menyelesaikan quest dan mencari p ,1
2022-07-06 08:22:10+00:00,ga tau kehabisan kata kata aku tuhn gt sobakwan wa in vtuber ,0
2022-07-06 08:21:33+00:00,another reveal model ndorimii masih neessan kok owonvtuberuprising vtuber vtuberid ,0
2022-07-06 08:20:49+00:00,nyok lanjut nge date bareng neng aerith ndi rabu juli wib nterima ,1
2022-07-06 07:49:50+00:00,otsu komrade maaf ya jika harus end tiba tiba disini mati lampu hu hu hu nvtuber vtuberid vtuberen ,1
2022-07-06 07:47:05+00:00,fanart for kuronohikaruch nvtuber art artwork cute vtuberen vtubers vtuberid loli lolita cutegirl ,1
2022-07-06 07:34:01+00:00,hai halo semua puyumi disini ingin berkenalan kepada sesama vtuber ada yang mau kah nvtuberid vtuberfriends ,0
2022-07-06 07:11:10+00:00,indonesian jokes part nvtuberid ,2
2022-07-06 07:00:01+00:00,malam ini kita diprank ke luar angkasa apakah dokter dokter tht bakal stonk nwaiting room ,1
2022-07-06 07:00:00+00:00,hari hari jadi beban yby njuly th gmt wib nwaiting room ,1
2022-07-06 06:52:52+00:00,indonesian jokes nvtuberid ,2
2022-07-06 06:24:08+00:00,sudden stream sudden stream njika ada waktu temenin nua ngobrol yuk sembari buka booster nvtuberid vtuber ,1
2022-07-06 06:20:19+00:00,new clip ndan seperti biasa viewer selalu sus nbuat anda para viewer tolong dikondisikan dulu pikiran ,0
2022-07-06 06:12:12+00:00,hemloo vira classmates nmalam ini vira mau cosplay jadi bebek buat menghancurkan kedamaian dunia hahahaha jangan ,0
2022-07-06 05:49:22+00:00,penguasa air nkobokanaeru aeruseni vtuber vtuberid fanart ,1
2022-07-06 04:55:46+00:00,katanya ini game terkutuk dan bikin ga bisa tidur apakah benar nmari kita buktikan ndi jam malam nanti ,1
2022-07-06 04:50:25+00:00,stream hari ini dimundurin jadi malem ya p palo anyone n pm wib gmt ,1
2022-07-06 04:50:00+00:00,mas bisa bantu cariin gak maikumala vtuber vtuberindonesia vtuberid anime ,1
2022-07-06 04:31:13+00:00,selalu kacauu kalau mereka udah ketemu wkwkwk nlink clip vtuberid sera tatsumi ,0
2022-07-06 04:15:21+00:00,kira kira berapa lama kamu bisa menghabiskan botol ini vtubers vtuberid vtuber ,1
2022-07-06 03:29:16+00:00,open collab mole ehe need player kalau misalkan ternyata lebih kita mengkostum modenvtuber vtubercollab vtuberid vtuber ,1
2022-07-06 02:45:45+00:00, onathon kankah lama kayak sakit gigiku nwednesday th july wib utc ,1
2022-07-06 02:12:44+00:00, temenin iuna kerja amulai sebentar lagin wed july th am utc ,2
2022-07-06 01:58:56+00:00,hai sayang gebetan yandere kamu muncul nih jangan lupa pakai earphone headset yaa nlink ,0
2022-07-05 23:56:58+00:00,ohanyo gozaimasu nweekly schedule is up july july nbtw buat malmingan kali ini kita ada mabar bebe ,1
2022-07-05 23:54:54+00:00,yo guys kali ini lusi menjadi pawang dino dan ditugaskan untuk membuat taman hiburan yang berisi para dino mari k ,1
2022-07-05 19:53:18+00:00,collab balik main ape mobile w amaya ichi yuyu community rdha ch ,1
2022-07-05 19:23:53+00:00,ketika kucink betina meremehkan sesepuh fall guys nvtuber vtuberid fallguys ,1
2022-07-05 18:07:32+00:00,roblo apeirophobia gede banget cuy monsternyanzelinusvonvihnlock vtuberid vtuberindonesia vtuber roblo ,1
2022-07-05 18:03:13+00:00,roblo apeirophobia dikejar monsternzelinusvonvihnlock vtuberid vtuberindonesia vtuber roblo robloorror ,1
2022-07-05 16:50:45+00:00,niat tes game doang bentaran malah khilaf sampe jam lebih rekomen sih gamenya apalgi klo main bareng th u yg ,2
2022-07-05 15:18:32+00:00,tadinya mnit mlah di bagi n,0
2022-07-05 14:59:43+00:00, gaming valorant tapi nge badut july gmt ndi carry ciwi oh senangnya n waiting room ,1
2022-07-05 14:13:31+00:00,pagiku cerahku matahari bersinar saatnya kita nguli di pundak npetualangan dimulai juli wib nakan memula ,1
2022-07-05 14:02:18+00:00,grinding lagi setelah tamat ges n monster hunter rise sunbreak juli wib ,1
2022-07-05 13:59:20+00:00,awal perjalanan kita bersama harukolive nkuy ramaikan date tuesday ,1
2022-07-05 13:53:22+00:00,awooo ntebakk siapa yang duar tiba tiba mao debutt njangan lupa dateng ke stream debut olin yaahh nbiar kita ,1
2022-07-05 13:28:11+00:00, monster hunter rise peedrun base game ada yg mau hunt bareng tuber id n jul wib gmt blink ,1
2022-07-05 13:15:52+00:00,hello guys akhirnya selesai juga bikin short introductionnya untuk fullnya tonton di channel ku ya nini linknya ja ,2
2022-07-05 13:01:27+00:00, onathon artwork reetalk moga gak ngantuk part ichoco vtuber lewat ,1
2022-07-05 12:23:40+00:00,sabar masih nunggu ya days again redebut character vtuber gw non july th nvtuber vtuberid youtuber ,1
2022-07-05 12:20:02+00:00,mari kita akhir ini nit takes two finale episode collab n juli am gmt w ,1
2022-07-05 11:40:52+00:00,besok tomorrow gmt wibndateng yaaaa nvtuberdebut debutvtuber vtuberindonesia vtuberid ,1
2022-07-05 11:34:58+00:00,guysss zuya debut announcement is out naku debut besok jam wib ,1
2022-07-05 11:24:18+00:00,kehabisan air tapi tetap harus stream melanjutkan part neptunia start wib gamedea neptunia ,1
2022-07-05 10:59:20+00:00,semoga menjadi petani suksesnvtuber vtuberid ,1
2022-07-05 10:49:34+00:00, raveonair monster hunter sunbreak till drop nselasa juli wibnwaiting room ,2
2022-07-05 10:47:41+00:00,ini ingfo character reveal rosela zora nya mazseh mbaee akhirnya leganya hati ini tinggal voice revealnya uwahh ,0
2022-07-05 10:46:12+00:00,pengenya test stream dulu nanti tapi pede dulu aja sukses test nya jadi here s the week s schedule nsunbreak till ,0
2022-07-05 10:10:00+00:00,sore semuanya nakhirnya airis remodel yeeay ntanggal dan waktunya bisa dilihat pada gambar dibawah ini ya oh ,0
2022-07-05 10:05:23+00:00,wiih skejul lagi nich anak anaknya mommy rin siap menunggu di streamnya besok jam pm ,1
2022-07-05 10:02:32+00:00,terima kasih bagi kalian yang sudah donate di channel aku harukoreport nsemoga aku bisa selalu menghibur kalian se ,2
2022-07-05 10:02:18+00:00,apa barangnya nandiadinata aliaadelia niaredalion lumicelestia zenbentar renaanggraenimaha kevinvangardo ,0
2022-07-05 10:00:36+00:00,lilin dari paus baunya seperti apa nlink clip nvtuber vtuberid ramiclip ,1
2022-07-05 09:58:20+00:00,hemloo vira classmates nsiapa di sini yang suka meme hari sabtu besok vira mau stream meme review jadi share meme ,1
2022-07-05 09:46:51+00:00,po untuk birthday merch akan ditutup dalam hari lagi di nmerchandise di set ini bersifat limited jadi ,1
2022-07-05 09:26:04+00:00,kyezokuu bantuin lagi mau kan buat story genshin ini pliss btw keqing wangy rabu jul wib ai ,0
2022-07-05 09:06:23+00:00,bakal tamat ga ya kirain ga serem ternyata serem dong huhuhuhu makanya ayok temenin akuu kak ndi ,0
2022-07-05 08:55:56+00:00,laip nyoba settingan baru geees nkuy temenin ngobrol vtuberid vtubers ,1
2022-07-05 08:39:14+00:00,wahooo malem ini kawo bakal karaoke lagu dan donothon pertama yeay n wib gmt ,1
2022-07-05 08:36:27+00:00,soree minna tachi yaibo gomen baru aktif dikarenakan habis sakit biuti yeaah sekarang nyanyi masih bindeng s ,1
2022-07-05 06:58:13+00:00,haloow nyong siang siang ngapain nih gt w lt nmampir yuk kita ngobrol sans n ,1
2022-07-05 06:56:06+00:00,malam ini kita main holocure mau nyoba endless mode ngegrind demi gacha waifu tercinta njam wib ygynwai ,1
2022-07-05 06:42:37+00:00,hayuk ngemimdulu n link osn sobatprestasi olimpiadesainsnasional ,2
2022-07-05 06:24:21+00:00,semoga malam ini jaringan sedang baik baik saja akwwk selasa juli wib njangan lupa mampir ya th ,1
2022-07-05 06:10:42+00:00,kobo dengan ryo iki tenkai jika mantra hujan tidak berhasil naeruseni kobokanaeru kobokerz vtuberid ,1
2022-07-05 06:05:40+00:00,belum jam bikin tiktok dah rame aja kok bisa nanyways silahkan difollow bagi yang mau follow nava ,0
2022-07-05 05:43:52+00:00,kita bantu gris yang tersesat untuk menemukan jalan keluarnya n gris date tuesday july time w ,1
2022-07-05 05:25:51+00:00,join funmatch menang jadi moderator giveaway skin wild rift indonesia nmalam ini wib ,1
2022-07-05 05:13:31+00:00,guess who s back its me i m back hehe jadi hari ini aku mulai streaming lagi dan kita akan mulai dengan ngobrol ,0
2022-07-05 05:12:25+00:00,kobokan aer tercintahhh keren kali aer satu ini nkobokanaeru kobokanaer fanart vtuberid vtuber ,1
2022-07-05 05:07:42+00:00,fanart kira karta from icon vtuber teambackroom nanimeart vtuberid vtuber backroom fanart ,1
2022-07-05 05:05:08+00:00,ada yang mau madam ramal ncome to mama n rinivtuber rinilive ,0
2022-07-05 04:47:34+00:00, akhir nya di ajarin juga nmeme vtuber vtuberid vtubersen ellive warnet ,1
2022-07-05 04:44:02+00:00,thank you yang sudah support nkita sudah mencapai subs yay nvtuber vtuberid vtuberen vtuberuprising ,1
2022-07-05 04:43:36+00:00,seru ga si kalau kita vtuberid bikin video perkenalan singkat yang jadi satu video kayak can you do the hololive ,0
2022-07-05 04:32:30+00:00,tentu saja klo pendapatannya km puter utk konten kamu nmisal bikin cover lagu animasi kontinuasi karakter km beli ,0
2022-07-05 03:56:13+00:00,mewulive vtuberidyumereality aikameru,2
2022-07-05 03:42:29+00:00,morning everyone npengen tau nihhnkalian suka simbol kartu apa nand why nvtubersen vtuberuprising vtuberid ,0
2022-07-05 02:35:16+00:00,halo semua nperkenalkan namaku rand rizuki bisa kalian panggil ran naku suka storytelling mengulik sejarah lama ,1
2022-07-05 02:33:08+00:00,ada roti ada kurma nohayou gozaimasu kuma nsunkumavtuberid ,1
2022-07-05 01:55:27+00:00,mk gw menunggu sub tapi gak jalan terusn sabar yang mau video introductionnya lagi proses ini kwkwkw ,0
2022-07-05 01:15:51+00:00,video yang akan aku upload kemungkinan sebulan sekali silahkan subscribe jika kalian menyukai video yang akan aku ,0
2022-07-05 01:14:00+00:00,pengen ngadain collab buat sesama vtuber yang masih pake hp doang buat streaming npilihan game nstumble guys amo ,1
2022-07-05 01:12:48+00:00,selamat pagii stars ntidak bosan mimin mau ingetin lagi nih untuk audisi starslight project tersisa hari lagi lo ,1
2022-07-05 01:00:00+00:00, stream announcement nsepertinya menyenangkann pm gmt july nwaiting room ,1
2022-07-04 23:42:15+00:00,stream valorant hari ini bakalan fokus buat maping dan tingkatin awarness aim gue juga bakalan lebih kalem dan ,1
2022-07-04 22:47:37+00:00,jadwal minggu ini guys minggu ini mau bikin taman dino ama main world war z nsiapa saja yg terpilih namanya untuk ,0
2022-07-04 19:22:54+00:00,wifi hari bikin gagal live lo ada apa si ini naik turun ga jelas vtuberid vtuber vtuberen vtubersuprising ,0
2022-07-04 17:51:55+00:00,otsu rion nmakasih buat kalian semua yang sudah mampir ke stream tadi eve sayang kalian nsee you all in the ,1
2022-07-04 17:00:22+00:00,happy birthday yuta nhanya ini yg bisa aku berikan untukmu semoga suka nnemutakayuta artwork fanart ,0
2022-07-04 16:31:43+00:00,makasih collabnya cuma bisa nebak hantu yg terakhir kita semua ditipu mimic nvtuber vtuberid youtube ,1
2022-07-04 16:16:53+00:00,hola teman teman jadi kali ini aku lagi nyoba untuk ngecover lagu stand by me dari movie doraemon hmm wala ,0
2022-07-04 15:44:45+00:00,fall guys merebutkan tahta peringkat pertama nkali ini aku main sama dan ntanggal ,0
2022-07-04 15:05:21+00:00,ssshhtt ada yang baru nih adakah apa apa tu dung rosela zora bakal debut yeay najak teman kalian untu ,1
2022-07-04 14:55:06+00:00, lumi celestia nlumicelestia art fanart vtuberid mahafanart ,1
2022-07-04 14:43:26+00:00,otsu komrade terima kasih kepada yang sudah mengundang saya dalam pembicaraan militer santai semoga pen ,2
2022-07-04 14:43:01+00:00,dipanggil buat nge dj foto dulu sebelum menggoyang panggung nvtuber vtuberid idvtuber djvtuber ,1
2022-07-04 14:36:57+00:00,subathon di hari senin harukolive nfree talk amp random games dulu yuk nkuy main bareng amp ramaikan date monda ,1
2022-07-04 14:26:11+00:00, schedule juli noke yang bener juli bukan juni nkapan lagi ziel upload schedule ye gkngeneral ,0
2022-07-04 13:49:27+00:00, weekly schedule nhi nightowls nthis my weekly schedule for this week njangan lupa dateng ya di stream nanti ,1
2022-07-04 13:43:03+00:00,live mhr sunbreak lagi ges n monster hunter rise sunbreak juli wib ,1
2022-07-04 13:37:07+00:00,cuma pas cerita ku doang kena lag wkwk nmalamjumat ceritahoror vtuberid anime ufc engvind n,1
2022-07-04 13:15:20+00:00, onathon artwork reetalk moga gak ngantuk ichoco vtuber indonesia lewat ,1
2022-07-04 13:12:43+00:00,subathon di hari senin harukolive nfree talk amp random games dulu yuk nkuy main bareng amp ramaikan date monda ,1
2022-07-04 12:43:57+00:00,genshin lagi malam ini jam karna belum tamat leveling kuki shinobu nkasseufstream vtuberid n,1
2022-07-04 12:30:30+00:00,model revealnhai bantuin puyu reveal modelnya dong nvtuberid vtuber vtubersuprising vtuberen vtuberdebut ,1
2022-07-04 12:25:28+00:00,a i forgot i havtwitter acc hehe nand yeaaaaaaaaaaah ini skejul untuk minggu ini nhehe see you on my stream ,1
2022-07-04 12:25:13+00:00,yang ngatain aku rata heh aku emang cowok ya jelas rata dong atasnya ya naku ulangi aku inio w o k paham humph nvtuberid vtuber ,0
2022-07-04 12:21:42+00:00,akhirnya senin hampir selesai otsu semuanya nbtw udh nonton visual novelku kalian suka ending berapa kalau aku ,1
2022-07-04 11:54:17+00:00,ughh tubuhku sebagian besar sudah pulih tapi mengapa aku deg degan ya aku harap ga mengecewakan ekspektasi kali ,0
2022-07-04 11:39:17+00:00,bah bisa gitu n vtuberuprising vtuberid twitchtv ,1
2022-07-04 11:29:56+00:00,jadwal minggu ini naku bayar hutang hari kamis ya njangan nagih lagi hiks n selasa juli wib stu ,1
2022-07-04 11:19:57+00:00,thank you untuk semua yang ngebantu aku sampai nyentuh retweet tapi aku gabisa lanjutin misiku jika terus beg ,0
2022-07-04 10:57:14+00:00,asmr air katanya bisa bikin tenang uwun wib gmt kawolive vtuber ,1
2022-07-04 10:52:47+00:00,stream ngabs freetalking talking streaming njam alias menit lagi mulai yakn ,1
2022-07-04 10:45:45+00:00,monday mahjong time kita push rank hari ini jam wibmorganmcrow ,1
2022-07-04 10:44:28+00:00,saatnya keluar dari penjara bersama yuk nonton kita buat berusaha keluar dari penjara n juli ,1
2022-07-04 10:42:27+00:00,ughh kayaknya ada yang salah dengan tubuhku sepertinya aku butuh bantuan kalian untuk memulihkan tubuhku kembal ,1
2022-07-04 10:41:34+00:00,konba rion guys nmalam ini eve akan adain live stream the forest jam wib gmt bersama ,1
2022-07-04 10:38:58+00:00,haloo gais ada yang yang mau collab engga butuh temen collab nih hehehe nvalo ape dlll ,0
2022-07-04 09:42:16+00:00,awal mula perjalanan bocil penebas nyingnyingn gt sobakwan wa in ,2
2022-07-04 09:25:33+00:00,kita balik ke rumahnya malik ges jam nanti ya nwaiting room vtuberid ,1
2022-07-04 09:23:58+00:00,kondamang here s the waiting room loh kok ada soimah kali ini ngomongin hobi vtuber gaes n time gmt ,1
2022-07-04 08:48:05+00:00,otsu komrade selamat hari kemerdekaan kepada negara us semoga dengan hari ini us semakin berjaya kedepannya nvtuber ,1
2022-07-04 08:36:50+00:00,tetep semangat menjalani hari ya temankunvtuber vtuberid reality cowokgepeng realitycheck vtuberdebut ,1
2022-07-04 08:28:51+00:00,sabar masih nunggu ya days again redebut character vtuber gw non july th nvtuber vtuberid youtuber ,1
2022-07-04 08:28:36+00:00, gaes wkwkwk nvtuberid vtuberindonesia ,0
2022-07-04 07:29:36+00:00, newsletter nuntuk yang subscribe ke newsletter mingguan saya kini kalian sudah bisa mengecek inbo kalian masing ,1
2022-07-04 07:22:57+00:00,jj pt makin asik nih jgn lupa bawa obor nvtuber vtuberuprising vtuberid ,1
2022-07-04 07:07:19+00:00, jadwal rine minggu ini nakhirnya balik lagi streaming setelah sakit waiting room hades bakal up sore ini ,1
2022-07-04 07:00:00+00:00,penyelamat sobat moja holocure njuly th gmt wib nwaiting room ,1
2022-07-04 06:43:12+00:00,banner bawuuuuu nvtuberid ,2
2022-07-04 06:42:34+00:00,mohon maaf ya kakak kakak untuk minggu ini aku cuma bisa stream hari dikarenakan sok sibuk mohon maklum ya ka ,1
2022-07-04 06:34:54+00:00,lanjut petualang di sonic tapi tetep di sonic originsnsenin juli jam wib ,1
2022-07-04 06:19:26+00:00,di kepang atau diiket aja ya ges vtuber vtuberindonesia vtuberindo vtuberid indievtuber berdirisendiri ,1
2022-07-13 17:38:19+00:00,saking gabutnya malah ini para bestie langganan channel vtuber wkwkwk ngara mereka aku jadi subscribe vtuber ind ,0
2022-07-13 14:18:08+00:00, iyaaa maksudku aku emang gak minat jadi vtuber tapi minatnya jadi utaite dan kalau di indonesia ada ,0
2022-07-13 13:21:56+00:00, subs lagi k gaes katanya dia bakal outlast klo udah knjulyvirtue vtuberid vtubern alorant ra ,1
2022-07-13 13:18:26+00:00,ngueeng vtuber indonesia livestream via ,1
2022-07-13 13:15:56+00:00,yak youtuber minecraft indonesia yang mager facecam lambat laun semuanya menjadi vtuber wkwk termasuk saya ,0
2022-07-13 12:50:55+00:00,push rank kalo gak turun n ape legend naikin rank tapi sepertinya akan turun vtuber indonesia ,0
2022-07-13 10:51:52+00:00,abis vaksin apakah akan ngeboost aim n alorant raining arc tuber indonesia ,1
2022-07-13 08:54:51+00:00,wadidau ndimasukin list vtuber indonesia nthank you pak ,1
2022-07-13 08:36:29+00:00,lanjut yuk nyang dateng aria panggil sayang ehe gt lt onathon art manggil kalian semua sayang tuber ind ,1
2022-07-13 07:05:18+00:00,hallo semua salam kenal ya nama ku revan haruken ku seorang future assassin yang ingin menjadi vtuber indonesia ka ,1
2022-07-13 04:09:48+00:00, yeah mari ketemu kembali njika ingin belajar lancar bahasa indonesia coba cari di youtube pelafala ,1
2022-07-12 18:03:57+00:00,lembur sambil ngobrol allista bella vtuber indonesia ,1
2022-07-12 13:54:52+00:00,menuju radio tower harukolive nraft indonesia bersama russel nkuy ramaikan date tuesday july ho ,1
2022-07-12 11:01:43+00:00, ndonesia collab earn indonesian from esme tuber via ,2
2022-07-12 06:44:46+00:00, sebenernya vtuber darimanapun gak cuman hololive yang agensi dari indonesia pun juga pada sedih ,1
2022-07-12 04:48:40+00:00,congrats for m subs fastest among all indonesia vtuber even sea nbtw om gamau undang kob ,1
2022-07-12 03:31:20+00:00,ohahyo nkali ini hyoe punya konten baru yang disebut it s pp time atau pagi produktif jangan lupa mampir ya ,1
2022-07-11 16:09:27+00:00, random streaming ndah lama gak ngegambar w eireneville family vtuber indonesia ,1
2022-07-11 12:00:22+00:00, karena tahu selera audiensnya perkembangan channel kobo pun sangat cepat kurang lebih hari setelah debut p ,1
2022-07-11 12:00:20+00:00, keunikan konten kobo dibanding beberapa vtuber indonesia lain adalah dia secara spesifik menargetkan penonton da ,1
2022-07-11 12:00:15+00:00, kobo kanaeru adalah vtuber generasi ketiga dari hololive indonesia ia debut paling akhir setelah teman temannya ,1
2022-07-11 05:00:01+00:00,apakah streamnya bakalan panjang nrill or fake ngatau bg main dlu aja lh yn wib tumble guys ga menang ga end ,0
2022-07-11 04:06:58+00:00,vtuber dari hololive indonesia gen kobo kanaeru capai juta subscriber di kanal youtubenya dalam kurun waktu ,1
2022-07-11 02:46:58+00:00, breaking news virtual vtuber py ntotal pelanggan youtube hololive indonesia mencapai juta nterobosan deng ,1
2022-07-10 17:59:14+00:00,lembur sambil ngobrol allista bella vtuber indonesia ,1
2022-07-10 15:04:38+00:00,the forest kesasar lagi di hutan vtuber indonesia en id ,1
2022-07-10 12:59:43+00:00,minggu di laut bersama kawan harukolive nraft indonesia nkuy main bareng amp ramaikan date sunday july ,1
2022-07-10 12:39:49+00:00,tepat hari ini di malam idul adha hari minggu tanggal juli vtuber indonesia kobo kanaeru berhasil menca ,1
2022-07-10 12:39:18+00:00, vtuber indonesia indie kalau mau tenar kalau gak pansos ya jual diri kwoakowakoawkwa ,0
2022-07-10 12:13:31+00:00, live mengvallow bareng anu nigerundayoo valorant indonesia nlive at youtubejuli wib ,1
2022-07-10 11:44:52+00:00, omedetooo selamat kobo mencapai m subs road to be the best vtuber di indonesia soon ,1
2022-07-10 10:39:02+00:00,wahai warga indonesia selamat hari kurban pas banget temanya sama era chapter green dragon story terbaru yang ,2
2022-07-10 10:07:55+00:00,sore atomates nhari ini merupakan kesempatan terakhir kalian untuk pre order birthday merchandise nya nei loh ,1
2022-07-10 09:01:27+00:00,adu mekanik nich bhsn live mekanik ku masih jago stumble guys vtuber indonesia via ,1
2022-07-10 05:38:43+00:00,hello guys selamat siang nperkenalkan nama saya sanhive nightcrow dari odm vt nbentar lagi ku bakal debut nih seb ,2
2022-07-10 00:52:16+00:00, breaking news virtual vtuber py nkobo kanaeru hanya berjarak dari juta pelanggan youtube nkobo ,1
2022-07-10 00:17:27+00:00, live hewan qurban nya bergelud kaboor gess mobile legends indonesia nlive at youtubejuli ,1
2022-07-10 00:04:42+00:00,wkwk guys yuhuu nsaya salim khdethrazai dari kimi project mewakili teman teman vtuber di seluruh indonesia menguca ,1
2022-07-09 12:45:02+00:00,malam minggu guerillan mobile legend malam minggu mabar sama vtuber vtuber indonesia ,1
2022-07-09 12:29:10+00:00, reetalk udah siap disate eh nyate vtuber indonesia livestream via ,1
2022-07-09 10:09:06+00:00,sand dreamers udh pre debut ni yuk mampirn npre debut introduction vtuber indonesia lewat ,1
2022-07-09 09:40:05+00:00, mungkin sebab indonesia tak terlalu main circle macam malaysian sebab malaysian vtuber aku rasa masih sa ,1
2022-07-09 07:02:20+00:00, alorant killku kapan baliknya vtuber indonesia livestream via ,1
2022-07-08 16:56:26+00:00, saya ingin bergaul dengan orang indonesia ,0
2022-07-08 16:36:36+00:00,i really really hope some day maybe nijiid will back with better management cz pasar vtuber di indonesia udah cuku ,1
2022-07-08 13:09:24+00:00,sungkem kanjeng n ebut stream alo semua olin disini tuber indonesia via ,1
2022-07-08 07:50:53+00:00,otsu komrade meski banyak intermezonya tapi setidaknya kita bisa membahas sisi positif dan negatifnya vtuber di ind ,1
2022-07-08 05:08:47+00:00, tempat antah berantah tidak pernah semembagongkan ini funny meme random ,0
2022-07-08 05:00:00+00:00,apa itu stream pagi jumat mah waktunya karaoke dari sore ygy npokoknya lagu fave rena semua mungkin streamnya akan ,2
2022-07-08 04:40:23+00:00,innalilahi wa innailaihi rajiun salah satu vtuber indonesia sachi hoshiko sedang berduka ayahandanya meninggal dun ,1
2022-07-08 03:23:17+00:00, siap good luck semoga terhibur dengan film indonesia ,1
2022-07-08 01:42:41+00:00,stream bentarn ree talk desta ive sebelum di kurban vtuber indonesia lewat ,1
2022-07-08 00:27:59+00:00, selamat pagi nuntuk menonton film indonesia mungkin bisa melalui aplikasi streamingnya yang orang indonesia gunakan mungkin ,2
2022-07-07 18:54:12+00:00,alhamdulillah ya allah gak sia smalem aku yasinan bertahan hidup wlopun mental unstable belasan tahun hidup berg ,0
2022-07-07 17:57:05+00:00,kerja lagi dah kelamaan gabut allista bella vtuber indonesia ,0
2022-07-06 22:04:29+00:00, morning thread nyes akhir akhir ini aku mengamati banyak clipper baru yang muncul seperti yang kalian tau bahwa ,1
2022-07-06 17:57:47+00:00,mengarungi samudra allista bella vtuber indonesia ,1
2022-07-06 12:44:11+00:00, debut stream zuya hasami tuber indonesia lewat ,1
2022-07-06 10:45:21+00:00,mental aman mungkin wwwwwn elden ring aku kembali menjadi tarnished vtuber indonesia ,1
2022-07-06 07:27:47+00:00, semoga mbak miti cepat bisa live streaming lagi dan juga semoga sukses selalu dalam menjalankan sebag ,2
2022-07-06 07:11:17+00:00, guerilla stream est jaringan gp ive vtuber indonesia n juli pm gmt ,1
2022-07-06 06:38:12+00:00,ngerandom di hari libur sekalian testing overlay pemberian teman vtuber indonesia nclassroom ,1
2022-07-06 03:41:05+00:00,padahal niat gue cuma mau mempromosikan lagu koleb dia sama vtuber lain dari berbagai negaransama kayak jkt vtu ,0
2022-07-06 03:41:04+00:00,hahaha temen gue bilang simp vtuber itu frik karena mau aja keluar duit sampe jutaan cuma buat kata terima kasihnl ,0
2022-07-06 00:06:42+00:00,started of with layan kobo kanaeru by naplive now aku layan semua vtuber indonesia wtf bruhhh ,1
2022-07-05 18:05:42+00:00,lanjutin gambar allista bella vtuber indonesia ,1
2022-07-05 11:57:02+00:00,ngueeng vtuber indonesia livestream via ,1
2022-07-05 11:56:53+00:00, layla alstromeria vtuber nijisanji gelombang indonesia dengan character si sejarahwan yg merupakan penj ,0
2022-07-05 10:48:39+00:00, nara haramaung vtuber dari nijisanji gelombang indonesia character si siluman maung dari banjar dengan ,0
2022-07-05 10:24:11+00:00, riksa dhirendra dari nijisanji gelombang indonesia vtuber dengan character seorang preman sunda kental ,1
2022-07-05 10:12:38+00:00, reza avanluna dari nijisanji gelombang indonesia seorang vtuber jowo penyanyi dan pembuat musik dengan ,1
2022-07-05 09:57:25+00:00, taka radjiman dari nijisanji gelombang pertama indonesia beliau merupakan vtuber dengan character seorang ,1
2022-07-04 13:15:20+00:00, onathon artwork reetalk moga gak ngantuk ichoco vtuber indonesia lewat ,1
2022-07-04 12:06:48+00:00,duta pargoy vtuber indonesia di jepang ndevano aina npargoybrutal ,1
2022-07-04 11:13:21+00:00,push rank dlu gwaaisn mobile legend push rank di season baru vtuber indonesia ,1
2022-07-04 11:09:52+00:00, bantu temen nhalo semuanyaa maaf mengganggu yaa aku boleh minta tolong bentar buat dukung dan share channel y ,0
2022-07-04 10:15:57+00:00,tragedi valorant vtuber indonesia lewat ,1
2022-07-04 09:28:33+00:00,hai zeyenkkuh nini dia jadwal minggu inii nmari kita corat coret malam ini nikzzzzzzzz nschedule jadwal ,1
2022-07-04 08:00:57+00:00, abedraw memanusiakan sayur allista bella vtuber indonesia ,1
2022-07-14 00:20:05+00:00, hore dapet undangan ,2
2022-07-14 00:04:08+00:00, yah jum at pas passan gw berangkat pondok ,2
2022-07-14 00:03:10+00:00, kan kaki ollie full metal apanya yg di wa ,0
2022-07-14 00:00:49+00:00, kalo jahitannya ikut ke wa nanti kaki ollie bisa coplok yopi ,0
2022-07-13 23:35:40+00:00, ygy ya ngga ya ,0
2022-07-13 22:48:12+00:00, baik teteh usahain datang kalo nggak sakit ,0
2022-07-13 22:33:37+00:00, lol gak dateng ah ,0
2022-07-13 19:42:57+00:00, salah satu vtuber fav temen gua yg tergila gila ama monhunt tengkyu yopi sudah membuat hari sura ,2
2022-07-13 19:09:05+00:00, ahsiappp ,2
2022-07-13 19:07:21+00:00, yahh tggl w dh di pesantren ,0
2022-07-13 18:26:34+00:00, bagai mana dengan saya yopi saya kan sholat jumat ,0
2022-07-13 18:01:14+00:00, dapet ciki ngga ini kalo engga males dateng ,0
2022-07-13 16:45:33+00:00, ada badutnya ga yop kayak di kiepci atau mekidi ,0
2022-07-13 16:36:11+00:00, pen nonton tapi harus jumatan ,0
2022-07-13 16:29:34+00:00, anjirr aku suka bet nasi kuning ,0
